arguments,births,cdcl_counters_applicable,configuration,conflicts,correct,decisions,expected_status,family,layer,log,max_depth,max_relation_arity,memory_mb,nclauses,nvars,preprocessing_seconds,proof_checker,proof_size_bytes,propagations,relation_table_size,returncode,run_id,seconds,seed,size,solver,status,timeout,verified
,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.default.log,,,2.21875,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.0069989999756217,0,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.congruence_off.log,,,2.21875,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.005988874996546656,0,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.congruence_on.log,,,2.234375,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.005984707968309522,0,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.bve_off.log,,,2.234375,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.005832666996866465,0,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.bve_on.log,,,2.21875,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.006305875023826957,0,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.factor_off.log,,,2.21875,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.005952625011559576,0,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.factor_on.log,,,2.21875,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.0058670419966802,0,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.elimdef_off.log,,,2.234375,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.005946709017734975,0,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cadical.elimdef_on.log,,,2.21875,92,38,,not_applicable,335,16.0,,10,layer_a_v01_regression.n4.s0.s,0.006156457995530218,0,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.kissat.default.log,,,1.734375,92,38,,not_applicable,335,38.0,,10,layer_a_v01_regression.n4.s0.s,0.0061467920313589275,0,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.default.log,,,2.640625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.006284290982875973,0,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.xor_recovery_off.log,,,2.625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.006308084004558623,0,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.xor_recovery_on.log,,,2.640625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.006314541038591415,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.gaussian_off.log,,,2.640625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.005865207989700139,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.gaussian_on.log,,,2.640625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.0059328339993953705,0,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.xor_and_gaussian_off.log,,,2.640625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.00565433397423476,0,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.cryptominisat5.xor_and_gaussian_on.log,,,2.625,92,38,,not_applicable,0,22.0,,10,layer_a_v01_regression.n4.s0.s,0.005559374985750765,0,4,cryptominisat5,SAT,False,False
-st,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s0.s.z3.default.log,,,3.0,92,38,,not_applicable,0,23.0,,0,layer_a_v01_regression.n4.s0.s,0.005697457992937416,0,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.default.log,,,2.28125,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006281958019826561,0,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.congruence_off.log,,,2.28125,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.0062767090275883675,0,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.congruence_on.log,,,2.296875,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.0062201670370996,0,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.bve_off.log,,,2.28125,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006276292027905583,0,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.bve_on.log,,,2.296875,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006035375001374632,0,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.factor_off.log,,,2.296875,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006131292029749602,0,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.factor_on.log,,,2.3125,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006127083033788949,0,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.elimdef_off.log,,,2.265625,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.005795666947960854,0,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cadical.elimdef_on.log,,,2.28125,174,48,,not_applicable,768,10.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.005360625043977052,0,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.kissat.default.log,,,1.734375,174,48,,not_applicable,768,118.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.005137916014064103,0,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.default.log,,,2.640625,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.005797625053673983,0,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_recovery_off.log,,,2.671875,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006086915964260697,0,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_recovery_on.log,,,2.671875,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006335457961540669,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.gaussian_off.log,,,2.65625,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006214666005689651,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.gaussian_on.log,,,2.65625,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006065167021006346,0,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_and_gaussian_off.log,,,2.65625,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006211083033122122,0,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,6.0,True,23.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_and_gaussian_on.log,,,2.625,174,48,,not_applicable,0,79.0,,10,layer_b_heterogeneous_tseitin.n4.s0.s,0.006136332987807691,0,4,cryptominisat5,SAT,False,False
-st,,True,default,4.0,True,18.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s0.s.z3.default.log,,,3.0625,174,48,,not_applicable,0,54.0,,0,layer_b_heterogeneous_tseitin.n4.s0.s,0.005618874973151833,0,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.default.log,,,2.4375,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.006326082977466285,0,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.congruence_off.log,,,2.375,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005593917041551322,0,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.congruence_on.log,,,2.421875,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.0053287079790607095,0,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.bve_off.log,,,2.390625,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005261917016468942,0,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.bve_on.log,,,2.390625,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005303083045873791,0,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.factor_off.log,,,2.390625,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005552209040615708,0,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.factor_on.log,,,2.421875,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005037833005189896,0,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.elimdef_off.log,,,2.40625,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.00519150000764057,0,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cadical.elimdef_on.log,,,2.390625,522,396,,not_applicable,4450,358.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005531041999347508,0,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.kissat.default.log,,,1.859375,522,396,,not_applicable,4450,397.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.004780541989021003,0,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.default.log,,,2.765625,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.0053534170147031546,0,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_recovery_off.log,,,2.796875,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005599374999292195,0,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_recovery_on.log,,,2.78125,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005567749962210655,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.gaussian_off.log,,,2.78125,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005930999992415309,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.gaussian_on.log,,,2.765625,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.006483334000222385,0,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_and_gaussian_off.log,,,2.765625,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005963958043139428,0,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,1.0,True,13.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.cryptominisat5.xor_and_gaussian_on.log,,,2.75,522,396,,not_applicable,0,43.0,,10,layer_c_heterogeneous_tseitin.n4.s0.s,0.005940917006228119,0,4,cryptominisat5,SAT,False,False
-st,,True,default,1.0,True,14.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s0.s.z3.default.log,,,3.3125,522,396,,not_applicable,0,119.0,,0,layer_c_heterogeneous_tseitin.n4.s0.s,0.005936166970059276,0,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.default.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.00625020801089704,0,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.congruence_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006087333022151142,0,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.congruence_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006440250028390437,0,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.bve_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006702582992147654,0,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.bve_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006337208964396268,0,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.factor_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.0065839169546961784,0,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.factor_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006314458034466952,0,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.elimdef_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006354291981551796,0,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cadical.elimdef_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006289582990575582,0,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.kissat.default.log,,,1.6875,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.0055694159818813205,0,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.default.log,,,2.609375,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.00642462499672547,0,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.xor_recovery_off.log,,,2.609375,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006578125001396984,0,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.xor_recovery_on.log,,,2.609375,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006400208978448063,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.gaussian_off.log,,,2.609375,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006439291988499463,0,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.gaussian_on.log,,,2.578125,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006262249953579158,0,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.xor_and_gaussian_off.log,,,2.609375,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006434625014662743,0,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,0.0,True,3.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.cryptominisat5.xor_and_gaussian_on.log,,,2.578125,16,6,,not_applicable,0,6.0,,10,layer_d_resolution_tseitin_reference.n4.s0.s,0.006337708968203515,0,4,cryptominisat5,SAT,False,False
-st,,True,default,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s0.s.z3.default.log,,,2.9375,16,6,,not_applicable,0,3.0,,0,layer_d_resolution_tseitin_reference.n4.s0.s,0.005866333027370274,0,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.default.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.0064165000221692026,0,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.congruence_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.006626749993301928,0,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.congruence_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.006354084005579352,0,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.bve_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.0059886249946430326,0,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.bve_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.00605095800710842,0,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.factor_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.005567000014707446,0,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.factor_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.005203665990848094,0,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s0.s.cadical.elimdef_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_random_reordered_parity.n4.s0.s,0.005748166004195809,0,4,cadical,SAT,False,False
