arguments,births,cdcl_counters_applicable,configuration,conflicts,correct,decisions,expected_status,family,layer,log,max_depth,max_relation_arity,memory_mb,nclauses,nvars,preprocessing_seconds,proof_checker,proof_size_bytes,propagations,relation_table_size,returncode,run_id,seconds,seed,size,solver,status,timeout,verified
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,8.0,True,7.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s8.u.cryptominisat5.gaussian_on.log,,,2.609375,16,6,,unavailable_for_solver,0,28.0,,20,layer_d_resolution_tseitin_reference.n4.s8.u,0.011088832980021834,8,4,cryptominisat5,UNSAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,8.0,True,7.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s8.u.cryptominisat5.xor_and_gaussian_off.log,,,2.59375,16,6,,unavailable_for_solver,0,28.0,,20,layer_d_resolution_tseitin_reference.n4.s8.u,0.009352624998427927,8,4,cryptominisat5,UNSAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,8.0,True,7.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s8.u.cryptominisat5.xor_and_gaussian_on.log,,,2.59375,16,6,,unavailable_for_solver,0,28.0,,20,layer_d_resolution_tseitin_reference.n4.s8.u,0.010057000035885721,8,4,cryptominisat5,UNSAT,False,False
-st,,True,default,8.0,True,8.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s8.u.z3.default.log,,,2.90625,16,6,,unavailable_for_solver,0,24.0,,0,layer_d_resolution_tseitin_reference.n4.s8.u,0.009026833984535187,8,4,z3,UNSAT,False,False
,,True,default,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.default.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009840125043410808,8,4,cadical,UNSAT,False,True
--congruence=false,,True,congruence_off,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.congruence_off.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.01006379199679941,8,4,cadical,UNSAT,False,True
--congruence=true,,True,congruence_on,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.congruence_on.log,,,2.28125,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.01094362500589341,8,4,cadical,UNSAT,False,True
--elim=false,,True,bve_off,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.bve_off.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.008643708017189056,8,4,cadical,UNSAT,False,True
--elim=true,,True,bve_on,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.bve_on.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.011087207996752113,8,4,cadical,UNSAT,False,True
--factor=false,,True,factor_off,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.factor_off.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.010324208007659763,8,4,cadical,UNSAT,False,True
--factor=true,,True,factor_on,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.factor_on.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009699874965008348,8,4,cadical,UNSAT,False,True
--elimdef=false,,True,elimdef_off,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.elimdef_off.log,,,2.265625,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009677583002485335,8,4,cadical,UNSAT,False,True
--elimdef=true,,True,elimdef_on,9.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cadical.elimdef_on.log,,,2.25,16,6,,verified,92,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009261458006221801,8,4,cadical,UNSAT,False,True
,,True,default,0.0,True,0.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.kissat.default.log,,,1.796875,16,6,,verified,72,40.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.00916133401915431,8,4,kissat,UNSAT,False,True
--verb=1 --printsol=0,,True,default,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.default.log,,,2.609375,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009740833949763328,8,4,cryptominisat5,UNSAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.xor_recovery_off.log,,,2.59375,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009585374966263771,8,4,cryptominisat5,UNSAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.xor_recovery_on.log,,,2.640625,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.011984416982159019,8,4,cryptominisat5,UNSAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.gaussian_off.log,,,2.578125,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.010433790972456336,8,4,cryptominisat5,UNSAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.gaussian_on.log,,,2.609375,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.011738249973859638,8,4,cryptominisat5,UNSAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.xor_and_gaussian_off.log,,,2.609375,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009532624972052872,8,4,cryptominisat5,UNSAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,8.0,True,7.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.cryptominisat5.xor_and_gaussian_on.log,,,2.609375,16,6,,unavailable_for_solver,0,26.0,,20,layer_d_random_reordered_parity.n4.s8.u,0.009669999999459833,8,4,cryptominisat5,UNSAT,False,False
-st,,True,default,8.0,True,8.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n4.s8.u.z3.default.log,,,2.921875,16,6,,unavailable_for_solver,0,24.0,,0,layer_d_random_reordered_parity.n4.s8.u,0.009715499996673316,8,4,z3,UNSAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.default.log,,,2.234375,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.01014095899881795,9,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.congruence_off.log,,,2.234375,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.013586207991465926,9,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.congruence_on.log,,,2.234375,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.010071708005852997,9,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.bve_off.log,,,2.21875,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.009771874989382923,9,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.bve_on.log,,,2.265625,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.010113124968484044,9,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.factor_off.log,,,2.265625,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.009618750016670674,9,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.factor_on.log,,,2.234375,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.01075983396731317,9,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.elimdef_off.log,,,2.21875,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.009359208983369172,9,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cadical.elimdef_on.log,,,2.234375,92,38,,not_applicable,120,10.0,,10,layer_a_v01_regression.n4.s9.s,0.010214917012490332,9,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.kissat.default.log,,,1.75,92,38,,not_applicable,120,38.0,,10,layer_a_v01_regression.n4.s9.s,0.010120542021468282,9,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.default.log,,,2.65625,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.01125329197384417,9,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.xor_recovery_off.log,,,2.640625,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.010264167038258165,9,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.xor_recovery_on.log,,,2.640625,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.01015800004824996,9,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.gaussian_off.log,,,2.59375,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.011393124994356185,9,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.gaussian_on.log,,,2.640625,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.010306957992725074,9,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.xor_and_gaussian_off.log,,,2.640625,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.010209333035163581,9,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,0.0,True,3.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.cryptominisat5.xor_and_gaussian_on.log,,,2.671875,92,38,,not_applicable,0,28.0,,10,layer_a_v01_regression.n4.s9.s,0.0099709999631159,9,4,cryptominisat5,SAT,False,False
-st,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n4.s9.s.z3.default.log,,,3.046875,92,38,,not_applicable,0,32.0,,0,layer_a_v01_regression.n4.s9.s,0.010368374991230667,9,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.default.log,,,2.25,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.009084625053219497,9,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.congruence_off.log,,,2.28125,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.009398208989296108,9,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.congruence_on.log,,,2.234375,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.00926316698314622,9,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.bve_off.log,,,2.234375,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.010223709046840668,9,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.bve_on.log,,,2.234375,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.009158417000435293,9,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.factor_off.log,,,2.265625,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.01004320802167058,9,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.factor_on.log,,,2.234375,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.01010058302199468,9,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.elimdef_off.log,,,2.28125,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.010143999999854714,9,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cadical.elimdef_on.log,,,2.25,148,41,,not_applicable,547,9.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.00994379201438278,9,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.kissat.default.log,,,1.765625,148,41,,not_applicable,547,42.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.010321457986719906,9,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.default.log,,,2.640625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.009727250027935952,9,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_recovery_off.log,,,2.625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.01037104200804606,9,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_recovery_on.log,,,2.65625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.011550541035830975,9,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.gaussian_off.log,,,2.65625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.010328207979910076,9,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.gaussian_on.log,,,2.65625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.010010999976657331,9,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_and_gaussian_off.log,,,2.65625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.01061329199001193,9,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,2.0,True,10.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_and_gaussian_on.log,,,2.65625,148,41,,not_applicable,0,56.0,,10,layer_b_heterogeneous_tseitin.n4.s9.s,0.010230166022665799,9,4,cryptominisat5,SAT,False,False
-st,,True,default,5.0,True,16.0,SAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n4.s9.s.z3.default.log,,,3.078125,148,41,,not_applicable,0,49.0,,0,layer_b_heterogeneous_tseitin.n4.s9.s,0.00939741701586172,9,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.default.log,,,2.421875,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.009739416011143476,9,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.congruence_off.log,,,2.40625,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010539499984588474,9,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.congruence_on.log,,,2.390625,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.011085083009675145,9,4,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.bve_off.log,,,2.421875,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010808374965563416,9,4,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.bve_on.log,,,2.46875,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.01050883298739791,9,4,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.factor_off.log,,,2.4375,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010175291972700506,9,4,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.factor_on.log,,,2.390625,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.013813207973726094,9,4,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.elimdef_off.log,,,2.421875,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010672999953385442,9,4,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cadical.elimdef_on.log,,,2.4375,444,337,,not_applicable,3724,305.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.01457212504465133,9,4,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.kissat.default.log,,,1.84375,444,337,,not_applicable,3724,347.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.012400209030602127,9,4,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.default.log,,,2.75,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.012675917008891702,9,4,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_recovery_off.log,,,2.78125,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010367750015575439,9,4,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_recovery_on.log,,,2.796875,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010623916983604431,9,4,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.gaussian_off.log,,,2.78125,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.011629082961007953,9,4,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.gaussian_on.log,,,2.796875,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.010403209016658366,9,4,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_and_gaussian_off.log,,,2.78125,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.00989870895864442,9,4,cryptominisat5,SAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,5.0,True,16.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.cryptominisat5.xor_and_gaussian_on.log,,,2.78125,444,337,,not_applicable,0,66.0,,10,layer_c_heterogeneous_tseitin.n4.s9.s,0.009352208988275379,9,4,cryptominisat5,SAT,False,False
-st,,True,default,5.0,True,14.0,SAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n4.s9.s.z3.default.log,,,3.25,444,337,,not_applicable,0,139.0,,0,layer_c_heterogeneous_tseitin.n4.s9.s,0.009776749997399747,9,4,z3,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s9.s.cadical.default.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s9.s,0.008791792031843215,9,4,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s9.s.cadical.congruence_off.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s9.s,0.009165790979750454,9,4,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n4.s9.s.cadical.congruence_on.log,,,2.203125,16,6,,not_applicable,0,0.0,,10,layer_d_resolution_tseitin_reference.n4.s9.s,0.00887137500103563,9,4,cadical,SAT,False,False
