step,relation_count,max_arity,mean_depth,common_classes,affine_fraction,bijunctive_fraction,horn_fraction,dual_horn_fraction,zero_valid_fraction,one_valid_fraction
194,954,3,0.20335429769392033,[],0.02620545073375262,0.6666666666666666,0.6289308176100629,0.6656184486373166,0.7389937106918238,0.7631027253668763
195,952,3,0.20378151260504201,[],0.025210084033613446,0.6659663865546218,0.6281512605042017,0.6649159663865546,0.7384453781512605,0.7626050420168067
196,949,3,0.2054794520547945,[],0.02528977871443625,0.6659641728134879,0.6280295047418335,0.6638566912539515,0.7376185458377239,0.761854583772392
197,946,3,0.20718816067653276,[],0.026427061310782242,0.6659619450317125,0.6268498942917548,0.6638477801268499,0.7367864693446089,0.7610993657505285
198,944,3,0.2076271186440678,[],0.025423728813559324,0.6652542372881356,0.6260593220338984,0.6641949152542372,0.736228813559322,0.7616525423728814
199,941,3,0.20935175345377258,[],0.025504782146652496,0.665249734325186,0.6259298618490967,0.6641870350690755,0.7353878852284803,0.7619553666312433
200,938,3,0.21108742004264391,[],0.026652452025586353,0.6652452025586354,0.6257995735607675,0.6631130063965884,0.7345415778251599,0.7611940298507462
201,936,3,0.21153846153846154,[],0.02564102564102564,0.6645299145299145,0.6282051282051282,0.6634615384615384,0.7371794871794872,0.7628205128205128
202,933,3,0.2132904608788853,[],0.02572347266881029,0.6645230439442658,0.6270096463022508,0.6634512325830654,0.7363344051446945,0.7620578778135049
203,930,3,0.21505376344086022,[],0.026881720430107527,0.6645161290322581,0.6268817204301075,0.6623655913978495,0.7354838709677419,0.7612903225806451
204,928,3,0.21551724137931033,[],0.02586206896551724,0.6637931034482759,0.6293103448275862,0.6627155172413793,0.7381465517241379,0.7629310344827587
205,925,3,0.2172972972972973,[],0.025945945945945945,0.6637837837837838,0.6281081081081081,0.6627027027027027,0.7372972972972973,0.7621621621621621
206,922,3,0.21908893709327548,[],0.027114967462039046,0.6637744034707158,0.6279826464208242,0.6616052060737527,0.7364425162689805,0.7613882863340564
207,920,3,0.21956521739130436,[],0.02608695652173913,0.6630434782608695,0.6282608695652174,0.6641304347826087,0.7380434782608696,0.7641304347826087
208,917,3,0.22137404580152673,[],0.026172300981461286,0.6630316248636859,0.6292257360959651,0.6652126499454744,0.7393675027262814,0.7655398037077427
209,914,3,0.22319474835886213,[],0.02735229759299781,0.6630196936542669,0.6280087527352297,0.6652078774617067,0.7385120350109409,0.7647702407002188
210,912,3,0.2236842105263158,[],0.02631578947368421,0.6622807017543859,0.6271929824561403,0.6644736842105263,0.7379385964912281,0.7642543859649122
211,909,3,0.22552255225522552,[],0.025302530253025302,0.6622662266226622,0.6259625962596259,0.6633663366336634,0.7370737073707371,0.7634763476347635
212,906,3,0.22737306843267108,[],0.026490066225165563,0.6622516556291391,0.6247240618101545,0.6622516556291391,0.7362030905077263,0.7626931567328918
213,904,3,0.22787610619469026,[],0.025442477876106196,0.661504424778761,0.6272123893805309,0.6626106194690266,0.7389380530973452,0.7643805309734514
214,901,3,0.2297447280799112,[],0.025527192008879023,0.6614872364039955,0.6270810210876804,0.6614872364039955,0.7380688124306326,0.7635960044395117
215,898,3,0.23162583518930957,[],0.026726057906458798,0.6614699331848553,0.6280623608017817,0.6625835189309577,0.7394209354120267,0.765033407572383
216,896,3,0.23214285714285715,[],0.025669642857142856,0.6607142857142857,0.6272321428571429,0.6618303571428571,0.7388392857142857,0.7645089285714286
217,893,3,0.23404255319148937,[],0.02463605823068309,0.6606942889137738,0.6270996640537514,0.6618141097424413,0.7379619260918253,0.7648376259798432
218,890,3,0.23595505617977527,[],0.025842696629213482,0.6606741573033708,0.6269662921348315,0.6617977528089888,0.7370786516853932,0.7662921348314606
219,888,3,0.23648648648648649,[],0.024774774774774775,0.6599099099099099,0.6272522522522522,0.661036036036036,0.7376126126126126,0.7657657657657657
220,885,3,0.2384180790960452,[],0.023728813559322035,0.6598870056497175,0.6259887005649718,0.6598870056497175,0.7367231638418079,0.7649717514124293
221,882,3,0.24036281179138322,[],0.024943310657596373,0.6598639455782312,0.6247165532879818,0.6609977324263039,0.735827664399093,0.7664399092970522
222,880,3,0.2409090909090909,[],0.023863636363636365,0.6590909090909091,0.625,0.6602272727272728,0.7352272727272727,0.7659090909090909
223,877,3,0.24287343215507412,[],0.02394526795895097,0.6590649942987458,0.6248574686431014,0.6602052451539339,0.7354618015963512,0.766248574686431
224,874,3,0.2448512585812357,[],0.02517162471395881,0.6590389016018307,0.6258581235697941,0.6613272311212814,0.7368421052631579,0.7677345537757437
225,872,3,0.24541284403669725,[],0.02408256880733945,0.658256880733945,0.6261467889908257,0.6605504587155964,0.7373853211009175,0.7672018348623854
226,869,3,0.2474108170310702,[],0.024165707710011506,0.6582278481012658,0.6248561565017261,0.6605293440736478,0.7364787111622555,0.766398158803222
227,866,3,0.24942263279445728,[],0.025404157043879907,0.6581986143187067,0.6247113163972287,0.6593533487297921,0.7355658198614319,0.7655889145496536
228,864,3,0.25,[],0.024305555555555556,0.6574074074074074,0.625,0.6597222222222222,0.7372685185185185,0.7650462962962963
229,861,3,0.25203252032520324,[],0.024390243902439025,0.6573751451800233,0.6248548199767712,0.6585365853658537,0.7363530778164924,0.7642276422764228
230,858,3,0.2540792540792541,[],0.02564102564102564,0.6573426573426573,0.6258741258741258,0.6596736596736597,0.7377622377622378,0.7657342657342657
231,856,3,0.2546728971962617,[],0.02453271028037383,0.6565420560747663,0.625,0.6588785046728972,0.7371495327102804,0.7651869158878505
232,853,3,0.2567409144196952,[],0.0246189917936694,0.6565064478311841,0.6236811254396248,0.6588511137162955,0.7362250879249707,0.7643610785463072
233,850,3,0.25882352941176473,[],0.02588235294117647,0.6564705882352941,0.6235294117647059,0.6576470588235294,0.7352941176470589,0.7635294117647059
234,848,3,0.25943396226415094,[],0.024764150943396228,0.6556603773584906,0.6238207547169812,0.6568396226415094,0.7346698113207547,0.7629716981132075
235,845,3,0.26153846153846155,[],0.02485207100591716,0.6556213017751479,0.6236686390532544,0.6556213017751479,0.7337278106508875,0.762130177514793
236,842,3,0.26365795724465557,[],0.026128266033254157,0.6555819477434679,0.6247030878859857,0.6567695961995249,0.7351543942992874,0.7636579572446556
237,840,3,0.2642857142857143,[],0.025,0.6547619047619048,0.625,0.655952380952381,0.7357142857142858,0.763095238095238
238,837,3,0.26642771804062126,[],0.025089605734767026,0.6547192353643967,0.6236559139784946,0.6559139784946236,0.7347670250896058,0.7622461170848268
239,834,3,0.2685851318944844,[],0.026378896882494004,0.6546762589928058,0.6235011990407674,0.6546762589928058,0.7338129496402878,0.7613908872901679
240,832,3,0.2692307692307692,[],0.025240384615384616,0.6538461538461539,0.6237980769230769,0.6550480769230769,0.7331730769230769,0.7632211538461539
241,829,3,0.27141133896260555,[],0.025331724969843185,0.6537997587454765,0.623642943305187,0.6550060313630881,0.7322074788902292,0.7635705669481303
242,826,3,0.2736077481840194,[],0.026634382566585957,0.6537530266343826,0.6234866828087167,0.6537530266343826,0.7312348668280871,0.7627118644067796
243,824,3,0.27427184466019416,[],0.025485436893203883,0.6529126213592233,0.6237864077669902,0.654126213592233,0.7330097087378641,0.7621359223300971
244,821,3,0.27649208282582216,[],0.025578562728380026,0.6528623629719854,0.6236297198538368,0.6528623629719854,0.7320341047503045,0.761266747868453
245,818,3,0.2787286063569682,[],0.02689486552567237,0.6528117359413202,0.6222493887530562,0.6528117359413202,0.7310513447432763,0.7603911980440098
246,816,3,0.27941176470588236,[],0.025735294117647058,0.6519607843137255,0.6225490196078431,0.6531862745098039,0.7303921568627451,0.7622549019607843
247,813,3,0.2816728167281673,[],0.024600246002460024,0.6519065190651907,0.6236162361623616,0.6519065190651907,0.7330873308733087,0.7626076260762608
248,810,3,0.2839506172839506,[],0.025925925925925925,0.6518518518518519,0.6222222222222222,0.6530864197530865,0.7320987654320987,0.7641975308641975
249,808,3,0.28465346534653463,[],0.024752475247524754,0.650990099009901,0.6225247524752475,0.6534653465346535,0.7339108910891089,0.7636138613861386
250,805,3,0.28695652173913044,[],0.024844720496894408,0.6509316770186335,0.622360248447205,0.6521739130434783,0.7329192546583851,0.7627329192546584
251,802,3,0.2892768079800499,[],0.026184538653366583,0.6508728179551122,0.6209476309226932,0.6521197007481296,0.7319201995012469,0.7618453865336658
252,800,3,0.29,[],0.025,0.65,0.62,0.65125,0.73125,0.76125
253,797,3,0.29234629861982436,[],0.025094102885821833,0.6499372647427855,0.6198243412797992,0.6511919698870765,0.7314930991217063,0.7603513174404015
254,794,3,0.2947103274559194,[],0.02644836272040302,0.6498740554156172,0.6183879093198993,0.6511335012594458,0.7304785894206549,0.7594458438287154
255,792,3,0.29545454545454547,[],0.025252525252525252,0.648989898989899,0.6212121212121212,0.6515151515151515,0.7335858585858586,0.7613636363636364
256,789,3,0.29784537389100124,[],0.025348542458808618,0.6489226869455006,0.6210392902408112,0.6514575411913816,0.7338403041825095,0.761723700887199
257,786,3,0.30025445292620867,[],0.026717557251908396,0.648854961832061,0.6221374045801527,0.6526717557251909,0.7353689567430025,0.7633587786259542
258,784,3,0.3010204081632653,[],0.025510204081632654,0.6479591836734694,0.6211734693877551,0.6517857142857143,0.7346938775510204,0.7627551020408163
259,781,3,0.3034571062740077,[],0.02560819462227913,0.647887323943662,0.6209987195902689,0.6504481434058899,0.7336747759282971,0.7618437900128041
260,778,3,0.3059125964010283,[],0.02699228791773779,0.6478149100257069,0.6195372750642674,0.6503856041131105,0.7326478149100257,0.7609254498714653
261,776,3,0.30670103092783507,[],0.02577319587628866,0.6469072164948454,0.6198453608247423,0.6507731958762887,0.7319587628865979,0.7628865979381443
262,773,3,0.3091849935316947,[],0.02457956015523933,0.6468305304010349,0.6209573091849935,0.6494178525226391,0.7335058214747736,0.7619663648124192
263,770,3,0.3116883116883117,[],0.025974025974025976,0.6467532467532467,0.6194805194805195,0.6480519480519481,0.7324675324675325,0.7610389610389611
264,768,3,0.3125,[],0.024739583333333332,0.6458333333333334,0.6197916666666666,0.6484375,0.7317708333333334,0.7630208333333334
265,765,3,0.3150326797385621,[],0.02483660130718954,0.6457516339869281,0.6183006535947713,0.6483660130718955,0.730718954248366,0.7620915032679738
266,762,3,0.31758530183727035,[],0.026246719160104987,0.6456692913385826,0.6181102362204725,0.6469816272965879,0.7296587926509186,0.7611548556430446
267,760,3,0.31842105263157894,[],0.025,0.6447368421052632,0.6171052631578947,0.6460526315789473,0.7289473684210527,0.7605263157894737
268,757,3,0.32100396301188905,[],0.02509907529722589,0.6446499339498019,0.6155878467635403,0.6459709379128138,0.7278731836195509,0.7595772787318362
269,754,3,0.32360742705570295,[],0.026525198938992044,0.6445623342175066,0.6153846153846154,0.6445623342175066,0.726790450928382,0.7586206896551724
270,752,3,0.324468085106383,[],0.02526595744680851,0.6436170212765957,0.6156914893617021,0.6436170212765957,0.726063829787234,0.7579787234042553
271,749,3,0.32710280373831774,[],0.025367156208277702,0.6435246995994659,0.616822429906542,0.6448598130841121,0.7276368491321762,0.7596795727636849
272,746,3,0.3297587131367292,[],0.02680965147453083,0.6434316353887399,0.6152815013404825,0.6447721179624665,0.7265415549597856,0.7587131367292225
273,744,3,0.33064516129032256,[],0.025537634408602152,0.6424731182795699,0.6155913978494624,0.6438172043010753,0.7271505376344086,0.7580645161290323
274,741,3,0.3333333333333333,[],0.024291497975708502,0.6423751686909581,0.6153846153846154,0.6437246963562753,0.728744939271255,0.757085020242915
275,738,3,0.33604336043360433,[],0.025745257452574527,0.6422764227642277,0.6151761517615176,0.6436314363143631,0.7276422764227642,0.7588075880758808
276,736,3,0.33695652173913043,[],0.024456521739130436,0.6413043478260869,0.6141304347826086,0.6426630434782609,0.7269021739130435,0.7581521739130435
277,733,3,0.339699863574352,[],0.02455661664392906,0.6412005457025921,0.6139154160982264,0.6425648021828103,0.7257844474761255,0.7585266030013642
278,730,3,0.3424657534246575,[],0.026027397260273973,0.6410958904109589,0.6136986301369863,0.6410958904109589,0.7246575342465753,0.7575342465753425
279,728,3,0.3434065934065934,[],0.024725274725274724,0.6401098901098901,0.614010989010989,0.6414835164835165,0.7266483516483516,0.7568681318681318
280,725,3,0.34620689655172415,[],0.023448275862068966,0.64,0.6137931034482759,0.6413793103448275,0.7268965517241379,0.7558620689655172
281,722,3,0.3490304709141274,[],0.024930747922437674,0.6398891966759003,0.6135734072022161,0.6412742382271468,0.7285318559556787,0.7548476454293629
282,721,3,0.34535367545076284,[],0.023578363384188627,0.6393897364771152,0.6130374479889042,0.6407766990291263,0.7281553398058253,0.7545076282940361
283,718,3,0.34818941504178275,[],0.022284122562674095,0.6392757660167131,0.6128133704735376,0.6406685236768802,0.7284122562674095,0.7534818941504178
284,715,3,0.35104895104895106,[],0.023776223776223775,0.6391608391608392,0.6125874125874126,0.6405594405594406,0.73006993006993,0.7524475524475525
285,713,3,0.3520336605890603,[],0.02244039270687237,0.638148667601683,0.6115007012622721,0.6395511921458625,0.729312762973352,0.7517531556802244
286,710,3,0.35492957746478876,[],0.022535211267605635,0.6380281690140845,0.6112676056338028,0.6380281690140845,0.7281690140845071,0.7507042253521127
287,707,3,0.3578500707213578,[],0.024045261669024046,0.637906647807638,0.6124469589816125,0.6393210749646393,0.7298444130127298,0.7524752475247525
288,705,3,0.3588652482269504,[],0.02269503546099291,0.6368794326241135,0.6113475177304964,0.6382978723404256,0.7290780141843972,0.75177304964539
289,702,3,0.36182336182336183,[],0.021367521367521368,0.6367521367521367,0.6096866096866097,0.6396011396011396,0.7293447293447294,0.7549857549857549
290,699,3,0.3648068669527897,[],0.022889842632331903,0.6366237482117311,0.6108726752503576,0.6380543633762518,0.7310443490701002,0.753934191702432
291,697,3,0.36585365853658536,[],0.021520803443328552,0.6355810616929699,0.6111908177905309,0.6370157819225251,0.7302725968436155,0.7532281205164992
292,694,3,0.3688760806916426,[],0.021613832853025938,0.6354466858789626,0.6109510086455331,0.6368876080691642,0.7305475504322767,0.7521613832853026
293,691,3,0.3719247467438495,[],0.023154848046309694,0.6353111432706223,0.6092619392185239,0.6367583212735166,0.7293777134587555,0.7510853835021708
294,689,3,0.37300435413642963,[],0.02177068214804064,0.6342525399129173,0.6124818577648766,0.637155297532656,0.7329462989840348,0.7532656023222061
295,686,3,0.3760932944606414,[],0.021865889212827987,0.6341107871720116,0.6107871720116618,0.6370262390670554,0.7317784256559767,0.7521865889212828
296,683,3,0.37920937042459735,[],0.02342606149341142,0.6339677891654466,0.6120058565153733,0.6383601756954612,0.7335285505124451,0.7540263543191801
297,682,3,0.375366568914956,[],0.021994134897360705,0.6334310850439883,0.6114369501466276,0.6378299120234604,0.7331378299120235,0.7536656891495601
298,679,3,0.3784977908689249,[],0.022091310751104567,0.6332842415316642,0.6111929307805597,0.6362297496318114,0.7319587628865979,0.7525773195876289
299,676,3,0.3816568047337278,[],0.023668639053254437,0.6331360946745562,0.6124260355029586,0.6375739644970414,0.7337278106508875,0.7544378698224852
300,674,3,0.3827893175074184,[],0.02225519287833828,0.6320474777448071,0.6112759643916914,0.6364985163204748,0.7329376854599406,0.7537091988130564
301,671,3,0.3859910581222057,[],0.022354694485842028,0.6318926974664679,0.6110283159463488,0.6363636363636364,0.7317436661698957,0.7540983606557377
302,668,3,0.38922155688622756,[],0.023952095808383235,0.6317365269461078,0.6107784431137725,0.6347305389221557,0.7305389221556886,0.7529940119760479
303,666,3,0.39039039039039036,[],0.02252252252252252,0.6306306306306306,0.6111111111111112,0.6351351351351351,0.7297297297297297,0.7552552552552553
304,663,3,0.3936651583710407,[],0.02262443438914027,0.6304675716440422,0.6093514328808446,0.6349924585218703,0.7285067873303167,0.7541478129713424
305,660,3,0.396969696969697,[],0.024242424242424242,0.6303030303030303,0.6090909090909091,0.6333333333333333,0.7272727272727273,0.753030303030303
306,658,3,0.3981762917933131,[],0.022796352583586626,0.6291793313069909,0.60790273556231,0.6337386018237082,0.7264437689969605,0.7537993920972644
307,655,3,0.4015267175572519,[],0.022900763358778626,0.6290076335877862,0.6061068702290077,0.6335877862595419,0.7251908396946565,0.7526717557251908
308,652,3,0.4049079754601227,[],0.024539877300613498,0.6288343558282209,0.6058282208588958,0.6319018404907976,0.7239263803680982,0.7515337423312883
309,650,3,0.40615384615384614,[],0.023076923076923078,0.6276923076923077,0.6061538461538462,0.6323076923076923,0.7230769230769231,0.7538461538461538
310,647,3,0.4095826893353941,[],0.021638330757341576,0.6275115919629057,0.6058732612055642,0.6321483771251932,0.723338485316847,0.7527047913446677
311,644,3,0.41304347826086957,[],0.023291925465838508,0.6273291925465838,0.6055900621118012,0.6319875776397516,0.7251552795031055,0.7515527950310559
312,642,3,0.4143302180685358,[],0.021806853582554516,0.6261682242990654,0.6043613707165109,0.6308411214953271,0.7242990654205608,0.7507788161993769
313,639,3,0.41784037558685444,[],0.02034428794992175,0.6259780907668232,0.6040688575899843,0.6306729264475743,0.7230046948356808,0.7527386541471048
314,636,3,0.42138364779874216,[],0.0220125786163522,0.6257861635220126,0.6037735849056604,0.6305031446540881,0.7248427672955975,0.7515723270440252
315,634,3,0.4227129337539432,[],0.02050473186119874,0.6246056782334385,0.6025236593059937,0.6293375394321766,0.7239747634069401,0.750788643533123
316,631,3,0.42630744849445323,[],0.020602218700475437,0.624405705229794,0.6022187004754358,0.6275752773375595,0.722662440570523,0.7496038034865293
317,628,3,0.4299363057324841,[],0.022292993630573247,0.6242038216560509,0.6035031847133758,0.6289808917197452,0.7245222929936306,0.7515923566878981
318,626,3,0.43130990415335463,[],0.020766773162939296,0.6230031948881789,0.6022364217252396,0.6277955271565495,0.7236421725239617,0.7507987220447284
319,623,3,0.434991974317817,[],0.02086677367576244,0.622792937399679,0.6003210272873194,0.6276083467094703,0.7223113964686998,0.7495987158908507
320,620,3,0.43870967741935485,[],0.02258064516129032,0.6225806451612903,0.6,0.6258064516129033,0.7209677419354839,0.7483870967741936
321,618,3,0.4401294498381877,[],0.021035598705501618,0.6213592233009708,0.6003236245954693,0.6262135922330098,0.7233009708737864,0.7475728155339806
322,615,3,0.44390243902439025,[],0.02113821138211382,0.6211382113821138,0.6,0.6260162601626016,0.7219512195121951,0.7479674796747967
323,612,3,0.4477124183006536,[],0.02287581699346405,0.6209150326797386,0.5996732026143791,0.6241830065359477,0.7205882352941176,0.7467320261437909
324,611,3,0.44353518821603927,[],0.02127659574468085,0.6202945990180033,0.6006546644844517,0.6252045826513911,0.723404255319149,0.7463175122749591
325,608,3,0.4473684210526316,[],0.019736842105263157,0.6200657894736842,0.600328947368421,0.625,0.7220394736842105,0.7483552631578947
326,605,3,0.4512396694214876,[],0.021487603305785124,0.6198347107438017,0.6,0.6247933884297521,0.7239669421487603,0.7471074380165289
327,603,3,0.4527363184079602,[],0.01990049751243781,0.6185737976782753,0.6003316749585407,0.6235489220563848,0.724709784411277,0.746268656716418
328,600,3,0.45666666666666667,[],0.02,0.6183333333333333,0.5983333333333334,0.6233333333333333,0.7233333333333334,0.745
329,597,3,0.46063651591289784,[],0.021775544388609715,0.6180904522613065,0.5996649916247906,0.6247906197654941,0.7252931323283082,0.7470686767169179
330,595,3,0.46218487394957986,[],0.020168067226890758,0.6168067226890757,0.5983193277310924,0.6235294117647059,0.7243697478991596,0.746218487394958
331,592,3,0.46621621621621623,[],0.02027027027027027,0.6165540540540541,0.597972972972973,0.6233108108108109,0.7246621621621622,0.7449324324324325
332,589,3,0.4702886247877759,[],0.022071307300509338,0.6162988115449916,0.5959252971137521,0.6230899830220713,0.7232597623089984,0.7436332767402377
333,588,3,0.46598639455782315,[],0.02040816326530612,0.6156462585034014,0.5969387755102041,0.6241496598639455,0.7227891156462585,0.7465986394557823
334,585,3,0.4700854700854701,[],0.020512820512820513,0.6153846153846154,0.5965811965811966,0.6222222222222222,0.7213675213675214,0.7452991452991453
335,582,3,0.4742268041237113,[],0.022336769759450172,0.6151202749140894,0.5945017182130584,0.6219931271477663,0.7199312714776632,0.7439862542955327
336,580,3,0.47586206896551725,[],0.020689655172413793,0.6137931034482759,0.5948275862068966,0.6224137931034482,0.7189655172413794,0.746551724137931
337,577,3,0.4800693240901213,[],0.019064124783362217,0.6135181975736569,0.5944540727902946,0.6221837088388215,0.7175043327556326,0.7469670710571924
338,574,3,0.4843205574912892,[],0.020905923344947737,0.6132404181184669,0.5940766550522648,0.6219512195121951,0.7160278745644599,0.7491289198606271
339,573,3,0.4799301919720768,[],0.019197207678883072,0.612565445026178,0.5933682373472949,0.6212914485165794,0.7155322862129145,0.7486910994764397
340,570,3,0.4842105263157895,[],0.017543859649122806,0.612280701754386,0.5929824561403508,0.6210526315789474,0.7140350877192982,0.7491228070175439
341,567,3,0.48853615520282184,[],0.019400352733686066,0.6119929453262787,0.5925925925925926,0.6208112874779541,0.7125220458553791,0.7513227513227513
342,566,3,0.4840989399293286,[],0.0176678445229682,0.6113074204946997,0.5918727915194346,0.6201413427561837,0.7120141342756183,0.7508833922261484
343,563,3,0.48845470692717585,[],0.015985790408525755,0.61101243339254,0.5914742451154529,0.6198934280639432,0.7122557726465364,0.7495559502664298
344,560,3,0.4928571428571429,[],0.017857142857142856,0.6107142857142858,0.5910714285714286,0.6196428571428572,0.7142857142857143,0.7482142857142857
345,559,3,0.4883720930232558,[],0.016100178890876567,0.6100178890876565,0.590339892665474,0.6189624329159212,0.7137745974955277,0.7477638640429338
346,556,3,0.49280575539568344,[],0.01618705035971223,0.6097122302158273,0.5899280575539568,0.6187050359712231,0.7122302158273381,0.7482014388489209
347,553,3,0.4972875226039783,[],0.018083182640144666,0.6094032549728752,0.5895117540687161,0.6166365280289331,0.7106690777576854,0.7468354430379747
348,551,3,0.49909255898366606,[],0.016333938294010888,0.6079854809437386,0.5898366606170599,0.617059891107078,0.7132486388384754,0.7459165154264973
349,548,3,0.5036496350364964,[],0.014598540145985401,0.6076642335766423,0.5912408759124088,0.614963503649635,0.7171532846715328,0.7463503649635036
350,545,3,0.5082568807339449,[],0.01651376146788991,0.6073394495412844,0.5889908256880734,0.6165137614678899,0.7155963302752294,0.7486238532110092
351,544,3,0.5036764705882353,[],0.014705882352941176,0.6066176470588235,0.5919117647058824,0.6176470588235294,0.71875,0.7518382352941176
352,541,3,0.5083179297597042,[],0.012939001848428836,0.6062846580406654,0.5914972273567468,0.6173752310536045,0.7208872458410351,0.7504621072088724
353,538,3,0.5130111524163569,[],0.01486988847583643,0.6059479553903345,0.5910780669144982,0.6171003717472119,0.7193308550185874,0.7527881040892194
354,536,3,0.5149253731343284,[],0.013059701492537313,0.6044776119402985,0.5895522388059702,0.6175373134328358,0.7182835820895522,0.753731343283582
355,533,3,0.5196998123827392,[],0.01125703564727955,0.6041275797373359,0.5891181988742964,0.6172607879924953,0.7166979362101313,0.7542213883677298
356,530,3,0.5245283018867924,[],0.013207547169811321,0.6037735849056604,0.5886792452830188,0.6169811320754717,0.7150943396226415,0.7566037735849057
357,528,3,0.5265151515151515,[],0.011363636363636364,0.6022727272727273,0.5871212121212122,0.615530303030303,0.7140151515151515,0.7556818181818182
358,525,3,0.5314285714285715,[],0.009523809523809525,0.6019047619047619,0.5885714285714285,0.6133333333333333,0.7180952380952381,0.7561904761904762
359,522,3,0.5363984674329502,[],0.011494252873563218,0.6015325670498084,0.5862068965517241,0.6149425287356322,0.7164750957854407,0.7586206896551724
360,520,3,0.5384615384615384,[],0.009615384615384616,0.6,0.5903846153846154,0.6153846153846154,0.7211538461538461,0.7615384615384615
361,517,3,0.5435203094777563,[],0.009671179883945842,0.5996131528046421,0.5899419729206963,0.6131528046421664,0.7195357833655706,0.7601547388781431
362,514,3,0.5486381322957199,[],0.011673151750972763,0.5992217898832685,0.5875486381322957,0.6128404669260701,0.7178988326848249,0.7587548638132295
363,512,3,0.55078125,[],0.009765625,0.59765625,0.5859375,0.61328125,0.716796875,0.7578125
364,509,3,0.555992141453831,[],0.007858546168958742,0.5972495088408645,0.587426326129666,0.6110019646365422,0.7190569744597249,0.756385068762279
365,506,3,0.5612648221343873,[],0.009881422924901186,0.5968379446640316,0.5849802371541502,0.6086956521739131,0.717391304347826,0.7549407114624506
366,504,3,0.5634920634920635,[],0.007936507936507936,0.5952380952380952,0.5853174603174603,0.6091269841269841,0.7202380952380952,0.753968253968254
367,501,3,0.5688622754491018,[],0.005988023952095809,0.5948103792415169,0.5848303393213573,0.6087824351297405,0.718562874251497,0.7564870259481038
368,498,3,0.5742971887550201,[],0.008032128514056224,0.5943775100401606,0.5843373493975904,0.608433734939759,0.7208835341365462,0.7550200803212851
369,496,3,0.5766129032258065,[],0.006048387096774193,0.592741935483871,0.5826612903225806,0.6068548387096774,0.719758064516129,0.7540322580645161
370,493,3,0.5821501014198783,[],0.006085192697768763,0.592292089249493,0.5821501014198783,0.6044624746450304,0.718052738336714,0.7525354969574036
371,490,3,0.5877551020408164,[],0.00816326530612245,0.5918367346938775,0.5836734693877551,0.6061224489795919,0.7204081632653061,0.7551020408163265
372,489,3,0.5828220858895705,[],0.006134969325153374,0.591002044989775,0.5828220858895705,0.6053169734151329,0.7198364008179959,0.754601226993865
373,486,3,0.588477366255144,[],0.00411522633744856,0.5905349794238683,0.5802469135802469,0.602880658436214,0.7181069958847737,0.7530864197530864
374,483,3,0.5942028985507246,[],0.006211180124223602,0.5900621118012422,0.577639751552795,0.6045548654244306,0.7163561076604554,0.7556935817805382
375,481,3,0.5966735966735967,[],0.004158004158004158,0.5883575883575883,0.5821205821205822,0.604989604989605,0.7214137214137214,0.7588357588357588
376,478,3,0.602510460251046,[],0.0020920502092050207,0.5878661087866108,0.5815899581589958,0.604602510460251,0.7238493723849372,0.7573221757322176
377,475,3,0.608421052631579,[],0.004210526315789474,0.5873684210526315,0.5810526315789474,0.6042105263157894,0.7221052631578947,0.76
378,473,3,0.6109936575052854,[],0.0021141649048625794,0.5856236786469344,0.5792811839323467,0.6025369978858351,0.7209302325581395,0.758985200845666
379,470,3,0.6170212765957447,[],0.0,0.5851063829787234,0.5787234042553191,0.6021276595744681,0.7212765957446808,0.7574468085106383
380,467,3,0.6231263383297645,[],0.0021413276231263384,0.5845824411134903,0.5781584582441114,0.6017130620985011,0.7237687366167024,0.7558886509635975
381,466,3,0.6180257510729614,[],0.0,0.5836909871244635,0.5772532188841202,0.6008583690987125,0.723175965665236,0.7553648068669528
382,463,3,0.6241900647948164,[],0.0,0.5831533477321814,0.5766738660907127,0.5982721382289417,0.7213822894168467,0.7537796976241901
383,460,3,0.6304347826086957,[],0.002173913043478261,0.5826086956521739,0.5782608695652174,0.6,0.7239130434782609,0.7565217391304347
384,458,3,0.6331877729257642,[],0.0,0.5807860262008734,0.5786026200873362,0.5982532751091703,0.7248908296943232,0.7554585152838428
385,456,4,0.6359649122807017,[],0.0,0.581140350877193,0.5789473684210527,0.5986842105263158,0.7258771929824561,0.7543859649122807
386,454,4,0.6387665198237885,[],0.0,0.5814977973568282,0.579295154185022,0.5991189427312775,0.724669603524229,0.7533039647577092
387,452,4,0.6415929203539823,[],0.0,0.581858407079646,0.5796460176991151,0.5995575221238938,0.7234513274336283,0.7566371681415929
388,450,4,0.6444444444444445,[],0.0,0.5822222222222222,0.58,0.5977777777777777,0.7222222222222222,0.7555555555555555
389,448,4,0.6473214285714286,[],0.0,0.5825892857142857,0.5803571428571429,0.5982142857142857,0.7209821428571429,0.7589285714285714
390,446,4,0.6502242152466368,[],0.0,0.5829596412556054,0.5807174887892377,0.5986547085201793,0.7219730941704036,0.757847533632287
391,444,4,0.6531531531531531,[],0.0,0.5833333333333334,0.5788288288288288,0.5990990990990991,0.7207207207207207,0.7567567567567568
392,442,4,0.6561085972850679,[],0.0,0.583710407239819,0.579185520361991,0.5995475113122172,0.7239819004524887,0.755656108597285
393,440,4,0.6590909090909091,[],0.0,0.5840909090909091,0.5818181818181818,0.6,0.7295454545454545,0.759090909090909
