step,relation_count,max_arity,mean_depth,common_classes,affine_fraction,bijunctive_fraction,horn_fraction,dual_horn_fraction,zero_valid_fraction,one_valid_fraction
44,1256,3,0.03503184713375796,[],0.12579617834394904,0.7117834394904459,0.6488853503184714,0.677547770700637,0.7364649681528662,0.7547770700636943
45,1253,3,0.035913806863527534,[],0.12529928172386273,0.7118914604948124,0.6480446927374302,0.6767757382282522,0.7358339984038308,0.7541899441340782
46,1252,3,0.036741214057507986,[],0.12460063897763578,0.7116613418530351,0.6477635782747604,0.6765175718849841,0.7356230031948882,0.7539936102236422
47,1249,3,0.03763010408326661,[],0.12489991993594876,0.7117694155324259,0.6469175340272217,0.6765412329863891,0.7349879903923139,0.7534027221777422
48,1248,3,0.038461538461538464,[],0.12419871794871795,0.7115384615384616,0.6474358974358975,0.6770833333333334,0.7355769230769231,0.7532051282051282
49,1245,3,0.0393574297188755,[],0.12369477911646587,0.7116465863453815,0.6465863453815262,0.6779116465863454,0.7349397590361446,0.7550200803212851
50,1244,3,0.04019292604501608,[],0.1229903536977492,0.7114147909967846,0.6479099678456591,0.6784565916398714,0.7363344051446945,0.7556270096463023
51,1241,3,0.0410958904109589,[],0.12248186946011282,0.7115229653505237,0.6478646253021757,0.6784850926672039,0.7373086220789685,0.7550362610797744
52,1240,3,0.041935483870967745,[],0.1217741935483871,0.7112903225806452,0.6483870967741936,0.6782258064516129,0.7379032258064516,0.7548387096774194
53,1237,3,0.04284559417946645,[],0.12206952303961197,0.7113985448666128,0.6483427647534358,0.677445432497979,0.7372675828617623,0.7542441390460792
54,1236,3,0.043689320388349516,[],0.12135922330097088,0.7111650485436893,0.6488673139158576,0.6779935275080906,0.7370550161812298,0.7548543689320388
55,1233,3,0.04460665044606651,[],0.12084347120843471,0.7112733171127331,0.6496350364963503,0.6772100567721006,0.7388483373884833,0.754257907542579
56,1232,3,0.045454545454545456,[],0.12012987012987013,0.711038961038961,0.6493506493506493,0.676948051948052,0.7386363636363636,0.7540584415584416
57,1229,3,0.046379170056956874,[],0.12042310821806347,0.7111472742066721,0.6501220504475184,0.6769731489015459,0.7388120423108218,0.7550854353132628
58,1228,3,0.04723127035830619,[],0.11970684039087948,0.7109120521172638,0.6506514657980456,0.6775244299674267,0.739413680781759,0.754885993485342
59,1225,3,0.04816326530612245,[],0.11918367346938775,0.7110204081632653,0.6514285714285715,0.676734693877551,0.7412244897959184,0.7542857142857143
60,1224,3,0.049019607843137254,[],0.1184640522875817,0.7107843137254902,0.6511437908496732,0.6764705882352942,0.7410130718954249,0.7540849673202614
61,1221,3,0.049959049959049956,[],0.11793611793611794,0.7108927108927109,0.6511056511056511,0.6764946764946765,0.7403767403767404,0.7551187551187551
62,1220,3,0.05081967213114754,[],0.11721311475409836,0.7106557377049181,0.6508196721311476,0.6770491803278689,0.7401639344262295,0.7557377049180328
63,1217,3,0.051766639276910435,[],0.11668036154478226,0.7107641741988496,0.6499589153656532,0.6778964667214462,0.7395234182415776,0.7576006573541495
64,1216,3,0.05263157894736842,[],0.11595394736842106,0.7105263157894737,0.649671052631579,0.6776315789473685,0.7393092105263158,0.7574013157894737
65,1213,3,0.05358615004122012,[],0.11624072547403133,0.7106347897774113,0.6504534212695795,0.6776586974443528,0.7394888705688376,0.7584501236603463
66,1212,3,0.054455445544554455,[],0.11551155115511551,0.7103960396039604,0.6501650165016502,0.6773927392739274,0.7392739273927392,0.7582508250825083
67,1209,3,0.055417700578990904,[],0.11497105045492143,0.7105045492142267,0.6492969396195203,0.6782464846980976,0.738626964433416,0.760132340777502
68,1208,3,0.056291390728476824,[],0.11423841059602649,0.7102649006622517,0.6490066225165563,0.6779801324503312,0.7384105960264901,0.7599337748344371
69,1205,3,0.05726141078838174,[],0.11369294605809128,0.7103734439834025,0.6481327800829876,0.6771784232365146,0.7377593360995851,0.7593360995850622
70,1204,3,0.05813953488372093,[],0.11295681063122924,0.7101328903654485,0.6478405315614618,0.6769102990033222,0.7375415282392026,0.7591362126245847
71,1201,3,0.059117402164862616,[],0.11240632805995004,0.7102414654454621,0.6477935054121565,0.6769358867610324,0.7385512073272273,0.7585345545378851
72,1200,3,0.06,[],0.11166666666666666,0.71,0.6475,0.6766666666666666,0.7383333333333333,0.7583333333333333
73,1197,3,0.06098579782790309,[],0.11194653299916457,0.7101086048454469,0.6466165413533834,0.6766917293233082,0.7376775271512114,0.7577276524644946
74,1196,3,0.061872909698996656,[],0.11120401337792642,0.709866220735786,0.6463210702341137,0.6764214046822743,0.7374581939799331,0.7575250836120402
75,1193,3,0.06286672254819782,[],0.11148365465213747,0.7099748533109808,0.647108130762783,0.6764459346186086,0.7376362112321878,0.7585917854149203
76,1192,3,0.06375838926174497,[],0.11073825503355705,0.709731543624161,0.6468120805369127,0.6761744966442953,0.7374161073825504,0.7583892617449665
77,1189,3,0.06476030277544155,[],0.11101766190075694,0.7098402018502944,0.6467619848612279,0.6761984861227922,0.736753574432296,0.7577796467619848
78,1188,3,0.06565656565656566,[],0.11026936026936027,0.7095959595959596,0.6464646464646465,0.6759259259259259,0.7365319865319865,0.7575757575757576
79,1185,3,0.06666666666666667,[],0.11054852320675106,0.7097046413502109,0.6464135021097046,0.6759493670886076,0.7358649789029535,0.7569620253164557
80,1184,3,0.06756756756756757,[],0.1097972972972973,0.7094594594594594,0.6469594594594594,0.6765202702702703,0.737331081081081,0.7576013513513513
81,1181,3,0.06858594411515664,[],0.10922946655376799,0.7095681625740897,0.6469093988145639,0.676545300592718,0.7366638441998307,0.7586790855207451
82,1180,3,0.06949152542372881,[],0.10847457627118644,0.7093220338983051,0.6466101694915254,0.676271186440678,0.7364406779661017,0.7584745762711864
83,1177,3,0.07051826677994902,[],0.10790144435004248,0.7094307561597282,0.6457094307561597,0.675446049277825,0.735768903993203,0.7578589634664401
84,1176,3,0.07142857142857142,[],0.10714285714285714,0.7091836734693877,0.6462585034013606,0.6768707482993197,0.7363945578231292,0.7593537414965986
85,1173,3,0.07246376811594203,[],0.10741687979539642,0.7092924126172208,0.6462063086104007,0.6768968456947997,0.7357203751065644,0.7587382779198636
86,1172,3,0.07337883959044368,[],0.10665529010238908,0.7090443686006825,0.6459044368600683,0.6766211604095563,0.735494880546075,0.7585324232081911
87,1169,3,0.07442258340461934,[],0.10607356715141146,0.7091531223267751,0.6458511548331908,0.6766467065868264,0.7365269461077845,0.757912745936698
88,1168,3,0.07534246575342465,[],0.1053082191780822,0.708904109589041,0.6455479452054794,0.6763698630136986,0.7363013698630136,0.7577054794520548
89,1165,3,0.07639484978540773,[],0.10472103004291845,0.7090128755364807,0.6454935622317597,0.6763948497854078,0.7373390557939914,0.7570815450643776
90,1164,3,0.07731958762886598,[],0.10395189003436427,0.7087628865979382,0.6451890034364262,0.6769759450171822,0.7371134020618557,0.7577319587628866
91,1161,3,0.07838070628768304,[],0.10335917312661498,0.7088716623600344,0.6442721791559001,0.6761412575366064,0.7364341085271318,0.7571059431524548
92,1160,3,0.07931034482758621,[],0.10258620689655172,0.7086206896551724,0.6448275862068965,0.6775862068965517,0.7370689655172413,0.7586206896551724
93,1157,3,0.08038029386343994,[],0.10198789974070872,0.7087294727744166,0.6456352636127917,0.6767502160760588,0.7389801210025929,0.7579948141745895
94,1156,3,0.08131487889273356,[],0.10121107266435986,0.7084775086505191,0.6453287197231834,0.6764705882352942,0.7387543252595156,0.7577854671280276
95,1153,3,0.0823937554206418,[],0.10060711188204684,0.7085862966175195,0.645273200346921,0.6764960971379012,0.738074588031223,0.7588898525585429
96,1152,3,0.08333333333333333,[],0.0998263888888889,0.7083333333333334,0.6449652777777778,0.6770833333333334,0.7378472222222222,0.7595486111111112
97,1149,3,0.08442123585726719,[],0.10008703220191471,0.7084421235857267,0.6449086161879896,0.6771105308964317,0.7371627502175805,0.7589208006962577
98,1148,3,0.08536585365853659,[],0.09930313588850175,0.7081881533101045,0.6445993031358885,0.676829268292683,0.7369337979094077,0.7587108013937283
99,1145,3,0.08646288209606987,[],0.09868995633187773,0.7082969432314411,0.645414847161572,0.6759825327510917,0.7388646288209607,0.7580786026200873
100,1144,3,0.08741258741258741,[],0.0979020979020979,0.708041958041958,0.6451048951048951,0.6756993006993007,0.7386363636363636,0.7578671328671329
101,1141,3,0.08851884312007012,[],0.09728308501314636,0.708150744960561,0.6441717791411042,0.6765994741454864,0.7379491673970202,0.7598597721297108
102,1140,3,0.08947368421052632,[],0.09649122807017543,0.7078947368421052,0.643859649122807,0.6763157894736842,0.737719298245614,0.7596491228070176
103,1137,3,0.09058927000879508,[],0.09674582233948989,0.7080035180299032,0.6437994722955145,0.6772207563764292,0.7387862796833773,0.7598944591029023
104,1136,3,0.09154929577464789,[],0.09595070422535211,0.7077464788732394,0.6434859154929577,0.6769366197183099,0.738556338028169,0.7596830985915493
105,1133,3,0.09267431597528684,[],0.09532215357458076,0.707855251544572,0.6425419240953222,0.676081200353045,0.7378640776699029,0.7590467784642542
106,1132,3,0.09363957597173145,[],0.09452296819787986,0.7075971731448764,0.6431095406360424,0.6775618374558304,0.7385159010600707,0.7606007067137809
107,1129,3,0.09477413640389726,[],0.09388839681133747,0.7077059344552702,0.6421612046058459,0.6767050487156776,0.7378210806023029,0.7599645704162976
108,1128,3,0.09574468085106383,[],0.09308510638297872,0.7074468085106383,0.6418439716312057,0.6764184397163121,0.7375886524822695,0.7597517730496454
109,1125,3,0.09688888888888889,[],0.09333333333333334,0.7075555555555556,0.6417777777777778,0.6764444444444444,0.7368888888888889,0.7591111111111111
110,1124,3,0.09786476868327403,[],0.09252669039145907,0.7072953736654805,0.6423487544483986,0.6770462633451957,0.7384341637010676,0.7597864768683275
111,1121,3,0.09901873327386262,[],0.09188224799286351,0.7074041034790366,0.6431757359500446,0.6761819803746655,0.7404103479036575,0.7591436217662801
112,1120,3,0.1,[],0.09107142857142857,0.7071428571428572,0.6428571428571429,0.6758928571428572,0.7401785714285715,0.7589285714285714
113,1117,3,0.10116383169203223,[],0.09042076991942703,0.7072515666965085,0.6436884512085944,0.675022381378693,0.7421665174574754,0.7582811101163832
114,1116,3,0.10215053763440861,[],0.08960573476702509,0.706989247311828,0.6442652329749103,0.6765232974910395,0.742831541218638,0.7598566308243727
115,1113,3,0.10332434860736747,[],0.0889487870619946,0.7070979335130279,0.6442048517520216,0.6765498652291105,0.7439353099730458,0.7592093441150045
116,1112,3,0.10431654676258993,[],0.08812949640287769,0.7068345323741008,0.6438848920863309,0.6762589928057554,0.7437050359712231,0.7589928057553957
117,1109,3,0.1055004508566276,[],0.08746618575293057,0.7069431920649234,0.6429215509467989,0.6753832281334535,0.7430117222723174,0.7583408476104598
118,1108,3,0.10649819494584838,[],0.08664259927797834,0.7066787003610109,0.6435018050541517,0.6768953068592057,0.7436823104693141,0.759927797833935
119,1105,3,0.1076923076923077,[],0.08687782805429864,0.7067873303167421,0.6434389140271494,0.676923076923077,0.7429864253393665,0.7592760180995475
120,1104,3,0.10869565217391304,[],0.08605072463768115,0.7065217391304348,0.6431159420289855,0.6766304347826086,0.7427536231884058,0.7590579710144928
121,1101,3,0.10990009082652134,[],0.08628519527702089,0.706630336058129,0.6430517711171662,0.6766575840145322,0.7420526793823796,0.7584014532243415
122,1100,3,0.11090909090909092,[],0.08545454545454545,0.7063636363636364,0.6436363636363637,0.6772727272727272,0.7427272727272727,0.76
123,1097,3,0.11212397447584321,[],0.08568824065633546,0.7064721969006381,0.6435733819507748,0.6763901549680948,0.7420237010027347,0.7593436645396536
124,1096,3,0.11313868613138686,[],0.08485401459854014,0.7062043795620438,0.6441605839416058,0.677007299270073,0.7417883211678832,0.760036496350365
125,1093,3,0.11436413540713632,[],0.08417200365965233,0.7063129002744739,0.6431838975297347,0.6779505946935042,0.7410795974382434,0.7621225983531564
126,1092,3,0.11538461538461539,[],0.08333333333333333,0.7060439560439561,0.6446886446886447,0.6785714285714286,0.7426739926739927,0.7628205128205128
127,1089,3,0.11662075298438934,[],0.08264462809917356,0.7061524334251607,0.6446280991735537,0.6786042240587695,0.7419651056014692,0.7640036730945822
128,1088,3,0.11764705882352941,[],0.0818014705882353,0.7058823529411765,0.6452205882352942,0.6783088235294118,0.7426470588235294,0.7637867647058824
129,1086,3,0.11878453038674033,[],0.08103130755064457,0.7053406998158379,0.6445672191528545,0.6777163904235728,0.7421731123388582,0.7633517495395948
130,1084,3,0.11992619926199262,[],0.08025830258302583,0.7047970479704797,0.6439114391143912,0.6771217712177122,0.7416974169741697,0.7629151291512916
131,1082,3,0.12107208872458411,[],0.07948243992606285,0.7042513863216266,0.6441774491682071,0.6765249537892791,0.7412199630314233,0.7624768946395564
132,1080,3,0.12222222222222222,[],0.0787037037037037,0.7037037037037037,0.6453703703703704,0.6768518518518518,0.7425925925925926,0.7638888888888888
133,1078,3,0.12337662337662338,[],0.07792207792207792,0.7031539888682746,0.6447124304267161,0.6762523191094619,0.7421150278293135,0.7634508348794063
134,1076,3,0.12453531598513011,[],0.07713754646840149,0.7026022304832714,0.6440520446096655,0.6756505576208178,0.741635687732342,0.7630111524163569
135,1074,3,0.12569832402234637,[],0.07635009310986965,0.702048417132216,0.6433891992551211,0.6759776536312849,0.7411545623836127,0.7625698324022346
136,1072,3,0.12686567164179105,[],0.07555970149253731,0.7014925373134329,0.6436567164179104,0.6753731343283582,0.7406716417910447,0.7621268656716418
137,1070,3,0.1280373831775701,[],0.07476635514018691,0.7009345794392523,0.6439252336448598,0.6766355140186916,0.7420560747663552,0.7635514018691589
138,1068,3,0.12921348314606743,[],0.07397003745318352,0.700374531835206,0.6432584269662921,0.6760299625468165,0.7415730337078652,0.7631086142322098
139,1066,3,0.1303939962476548,[],0.07317073170731707,0.699812382739212,0.6425891181988743,0.6763602251407129,0.7410881801125704,0.7626641651031895
140,1064,3,0.13157894736842105,[],0.07236842105263158,0.6992481203007519,0.6419172932330827,0.6757518796992481,0.7406015037593985,0.7622180451127819
141,1062,3,0.1327683615819209,[],0.07156308851224105,0.6986817325800376,0.6431261770244822,0.6760828625235404,0.7419962335216572,0.763653483992467
142,1060,3,0.1339622641509434,[],0.07075471698113207,0.6981132075471698,0.6424528301886793,0.6754716981132075,0.7415094339622641,0.7632075471698113
143,1058,3,0.13516068052930058,[],0.06994328922495274,0.6975425330812854,0.6417769376181475,0.6758034026465028,0.7410207939508506,0.7627599243856332
144,1056,3,0.13636363636363635,[],0.06912878787878787,0.696969696969697,0.6410984848484849,0.6751893939393939,0.740530303030303,0.7623106060606061
145,1054,3,0.13757115749525617,[],0.0683111954459203,0.6963946869070209,0.6413662239089184,0.6764705882352942,0.7419354838709677,0.7637571157495257
146,1052,3,0.13878326996197718,[],0.06749049429657794,0.6958174904942965,0.6416349809885932,0.6777566539923955,0.7433460076045627,0.7642585551330798
147,1050,3,0.14,[],0.06666666666666667,0.6952380952380952,0.6409523809523809,0.6780952380952381,0.7428571428571429,0.7638095238095238
148,1048,3,0.14122137404580154,[],0.06583969465648855,0.6946564885496184,0.6402671755725191,0.6774809160305344,0.7423664122137404,0.7633587786259542
149,1046,3,0.14244741873804972,[],0.06500956022944551,0.6940726577437859,0.641491395793499,0.6778202676864244,0.7437858508604207,0.7648183556405354
150,1044,3,0.14367816091954022,[],0.06417624521072797,0.6934865900383141,0.6408045977011494,0.6772030651340997,0.7432950191570882,0.764367816091954
151,1042,3,0.14491362763915547,[],0.06333973128598848,0.6928982725527831,0.6410748560460653,0.6765834932821497,0.7428023032629558,0.7648752399232246
152,1040,3,0.14615384615384616,[],0.0625,0.6923076923076923,0.6423076923076924,0.676923076923077,0.7442307692307693,0.7663461538461539
153,1038,3,0.14739884393063585,[],0.06165703275529865,0.6917148362235067,0.6435452793834296,0.6772639691714836,0.7447013487475915,0.7678227360308285
154,1036,3,0.14864864864864866,[],0.060810810810810814,0.6911196911196911,0.6428571428571429,0.6776061776061776,0.7451737451737451,0.7673745173745173
155,1034,3,0.14990328820116053,[],0.059961315280464215,0.690522243713733,0.6421663442940039,0.6769825918762089,0.7446808510638298,0.7669245647969052
156,1032,3,0.1511627906976744,[],0.05910852713178295,0.689922480620155,0.6414728682170543,0.6763565891472868,0.7441860465116279,0.7664728682170543
157,1030,3,0.1524271844660194,[],0.05825242718446602,0.6893203883495146,0.6407766990291263,0.6757281553398058,0.7436893203883496,0.7660194174757281
158,1028,3,0.15369649805447472,[],0.057392996108949414,0.688715953307393,0.6400778210116731,0.6750972762645915,0.7431906614785992,0.7655642023346303
159,1026,3,0.15497076023391812,[],0.056530214424951264,0.6881091617933723,0.6393762183235867,0.6744639376218323,0.7426900584795322,0.7651072124756335
160,1024,3,0.15625,[],0.0556640625,0.6875,0.638671875,0.673828125,0.7421875,0.7646484375
161,1022,3,0.15753424657534246,[],0.0547945205479452,0.6868884540117417,0.6379647749510763,0.6731898238747553,0.7416829745596869,0.764187866927593
162,1020,3,0.1588235294117647,[],0.05392156862745098,0.6862745098039216,0.6372549019607843,0.6735294117647059,0.7411764705882353,0.7637254901960784
163,1018,3,0.16011787819253437,[],0.05304518664047151,0.6856581532416502,0.6365422396856582,0.6728880157170923,0.7406679764243614,0.7632612966601179
164,1016,3,0.16141732283464566,[],0.05216535433070866,0.6850393700787402,0.6358267716535433,0.672244094488189,0.7401574803149606,0.7627952755905512
165,1014,3,0.16272189349112426,[],0.05128205128205128,0.6844181459566075,0.636094674556213,0.6735700197238659,0.7416173570019724,0.7642998027613412
166,1012,3,0.16403162055335968,[],0.05039525691699605,0.6837944664031621,0.6353754940711462,0.6729249011857708,0.741106719367589,0.7638339920948617
167,1010,3,0.16534653465346535,[],0.04950495049504951,0.6831683168316832,0.6356435643564357,0.6742574257425743,0.7425742574257426,0.7643564356435644
168,1008,3,0.16666666666666666,[],0.04861111111111111,0.6825396825396826,0.6369047619047619,0.6746031746031746,0.7440476190476191,0.7658730158730159
169,1006,3,0.1679920477137177,[],0.04771371769383698,0.6819085487077535,0.6371769383697813,0.6739562624254473,0.7435387673956262,0.7664015904572564
170,1004,3,0.1693227091633466,[],0.046812749003984064,0.6812749003984063,0.6364541832669323,0.6733067729083665,0.7430278884462151,0.7659362549800797
171,1002,3,0.17065868263473055,[],0.04590818363273453,0.6806387225548902,0.6367265469061876,0.6726546906187625,0.7425149700598802,0.7664670658682635
172,1000,3,0.172,[],0.045,0.68,0.636,0.672,0.742,0.766
173,998,3,0.17334669338677355,[],0.04408817635270541,0.6793587174348698,0.6352705410821643,0.6713426853707415,0.7414829659318637,0.7655310621242485
174,996,3,0.1746987951807229,[],0.04317269076305221,0.678714859437751,0.6355421686746988,0.6726907630522089,0.7429718875502008,0.7660642570281124
175,994,3,0.176056338028169,[],0.04225352112676056,0.6780684104627767,0.6348088531187123,0.6730382293762576,0.7424547283702213,0.7655935613682092
176,992,3,0.1774193548387097,[],0.04133064516129032,0.6774193548387096,0.6350806451612904,0.6723790322580645,0.7419354838709677,0.7651209677419355
177,990,3,0.1787878787878788,[],0.04040404040404041,0.6767676767676768,0.6343434343434343,0.6717171717171717,0.7414141414141414,0.7646464646464647
178,988,3,0.18016194331983806,[],0.039473684210526314,0.6761133603238867,0.6336032388663968,0.6720647773279352,0.7419028340080972,0.7641700404858299
179,986,3,0.1815415821501014,[],0.038539553752535496,0.6754563894523327,0.6328600405679513,0.6713995943204868,0.7413793103448276,0.7636916835699797
180,984,3,0.18292682926829268,[],0.037601626016260166,0.6747967479674797,0.633130081300813,0.6707317073170732,0.7408536585365854,0.7642276422764228
181,982,3,0.18431771894093688,[],0.03665987780040733,0.6741344195519349,0.6344195519348269,0.6710794297352343,0.7423625254582484,0.7657841140529531
182,980,3,0.18571428571428572,[],0.03571428571428571,0.673469387755102,0.6357142857142857,0.6714285714285714,0.7428571428571429,0.7673469387755102
183,978,3,0.18711656441717792,[],0.034764826175869123,0.6728016359918201,0.6349693251533742,0.6707566462167689,0.7423312883435583,0.7668711656441718
184,976,3,0.1885245901639344,[],0.03381147540983607,0.6721311475409836,0.6342213114754098,0.6700819672131147,0.7418032786885246,0.7663934426229508
185,974,3,0.18993839835728954,[],0.03285420944558522,0.6714579055441479,0.63347022587269,0.6694045174537988,0.7412731006160165,0.7659137577002053
186,972,3,0.19135802469135801,[],0.03189300411522634,0.6707818930041153,0.6327160493827161,0.668724279835391,0.7407407407407407,0.7654320987654321
187,970,3,0.19278350515463918,[],0.030927835051546393,0.6701030927835051,0.6319587628865979,0.668041237113402,0.7402061855670103,0.7649484536082474
188,968,3,0.19421487603305784,[],0.029958677685950414,0.6694214876033058,0.631198347107438,0.6673553719008265,0.7396694214876033,0.7644628099173554
189,966,3,0.1956521739130435,[],0.028985507246376812,0.6687370600414079,0.6304347826086957,0.6666666666666666,0.7391304347826086,0.7639751552795031
190,964,3,0.1970954356846473,[],0.028008298755186723,0.6680497925311203,0.6296680497925311,0.6659751037344398,0.7385892116182573,0.7634854771784232
191,962,3,0.19854469854469856,[],0.02702702702702703,0.6673596673596673,0.6299376299376299,0.6652806652806653,0.738045738045738,0.762993762993763
192,960,3,0.2,[],0.026041666666666668,0.6666666666666666,0.6291666666666667,0.665625,0.7385416666666667,0.7625
193,957,3,0.20167189132706373,[],0.025078369905956112,0.6666666666666666,0.6290491118077325,0.6656217345872518,0.7377220480668757,0.7638453500522466
