bounded_birth_search,configuration,expected_v02_width,explored_states,found,frontier,initialization,instance_id,legacy_match,minimum_births,minimum_scope_width,model,naive_crosscheck,source
,legacy_v01_LCA,3,32,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 65, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 720, ""endpoint_solver_cost"": 7}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 662, ""endpoint_solver_cost"": 20}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 606, ""endpoint_solver_cost"": 18}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 872, ""endpoint_solver_cost"": 4}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 63, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1077, ""endpoint_solver_cost"": 15}]",legacy_scope_grouping,v02-random-exact-n5-s0,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,32,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 65, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 720, ""endpoint_solver_cost"": 7}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 662, ""endpoint_solver_cost"": 20}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 606, ""endpoint_solver_cost"": 18}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 872, ""endpoint_solver_cost"": 4}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 63, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1077, ""endpoint_solver_cost"": 15}]",clause_level,v02-random-exact-n5-s0,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,1235,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 139, ""endpoint_solver_cost"": 36}]",clause_level,v02-random-exact-n5-s0,,2,4,BCA,True,v0.2 exact suite
,legacy_v01_LCA,3,13,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 47, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 307, ""endpoint_solver_cost"": 25}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 47, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 108, ""endpoint_solver_cost"": 8}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 52, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 803, ""endpoint_solver_cost"": 5}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 55, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 410, ""endpoint_solver_cost"": 20}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 39, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 5, ""endpoint_solver_cost"": 14}]",legacy_scope_grouping,v02-random-exact-n5-s1,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,13,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 49, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 307, ""endpoint_solver_cost"": 27}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 49, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 152, ""endpoint_solver_cost"": 8}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 54, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 803, ""endpoint_solver_cost"": 7}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 57, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 410, ""endpoint_solver_cost"": 22}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 41, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 49, ""endpoint_solver_cost"": 14}]",clause_level,v02-random-exact-n5-s1,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,944,True,"[{""scope_width"": 1, ""max_tuple_count"": 15, ""total_tuple_count"": 41, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 38, ""endpoint_solver_cost"": 39}, {""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 42, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 73, ""endpoint_solver_cost"": 36}, {""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 42, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 68, ""endpoint_solver_cost"": 38}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 44, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 72, ""endpoint_solver_cost"": 38}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 44, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 83, ""endpoint_solver_cost"": 34}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 44, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 87, ""endpoint_solver_cost"": 32}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 48, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 210, ""endpoint_solver_cost"": 22}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 49, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 338, ""endpoint_solver_cost"": 27}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 50, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 368, ""endpoint_solver_cost"": 26}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 50, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 373, ""endpoint_solver_cost"": 24}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 52, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 383, ""endpoint_solver_cost"": 22}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 45, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 106, ""endpoint_solver_cost"": 27}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 46, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 113, ""endpoint_solver_cost"": 26}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 48, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 73, ""endpoint_solver_cost"": 32}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 48, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 115, ""endpoint_solver_cost"": 24}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 49, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 108, ""endpoint_solver_cost"": 29}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 51, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 107, ""endpoint_solver_cost"": 31}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 51, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 118, ""endpoint_solver_cost"": 27}]",clause_level,v02-random-exact-n5-s1,,1,1,BCA,True,v0.2 exact suite
,legacy_v01_LCA,3,32,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 65, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 965, ""endpoint_solver_cost"": 6}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 880, ""endpoint_solver_cost"": 14}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 69, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 821, ""endpoint_solver_cost"": 10}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 596, ""endpoint_solver_cost"": 25}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 664, ""endpoint_solver_cost"": 9}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 967, ""endpoint_solver_cost"": 3}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 931, ""endpoint_solver_cost"": 4}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 63, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1090, ""endpoint_solver_cost"": 18}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 65, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1219, ""endpoint_solver_cost"": 4}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 788, ""endpoint_solver_cost"": 6}]",legacy_scope_grouping,v02-random-exact-n5-s2,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,33,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 65, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 965, ""endpoint_solver_cost"": 6}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 880, ""endpoint_solver_cost"": 14}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 69, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 821, ""endpoint_solver_cost"": 10}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 596, ""endpoint_solver_cost"": 25}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 664, ""endpoint_solver_cost"": 9}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 967, ""endpoint_solver_cost"": 3}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 931, ""endpoint_solver_cost"": 4}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 63, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1090, ""endpoint_solver_cost"": 18}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 65, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1219, ""endpoint_solver_cost"": 4}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 788, ""endpoint_solver_cost"": 6}]",clause_level,v02-random-exact-n5-s2,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,1291,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 139, ""endpoint_solver_cost"": 38}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 140, ""endpoint_solver_cost"": 39}]",clause_level,v02-random-exact-n5-s2,,2,4,BCA,True,v0.2 exact suite
,legacy_v01_LCA,3,22,True,"[{""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 50, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 254, ""endpoint_solver_cost"": 10}, {""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 50, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 421, ""endpoint_solver_cost"": 4}, {""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 51, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 288, ""endpoint_solver_cost"": 30}, {""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 55, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 429, ""endpoint_solver_cost"": 13}, {""scope_width"": 4, ""max_tuple_count"": 14, ""total_tuple_count"": 57, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1114, ""endpoint_solver_cost"": 19}]",legacy_scope_grouping,v02-random-exact-n5-s3,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,23,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 82, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1211, ""endpoint_solver_cost"": 10}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 82, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1714, ""endpoint_solver_cost"": 4}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 83, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 934, ""endpoint_solver_cost"": 46}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 87, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 1722, ""endpoint_solver_cost"": 13}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 88, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1120, ""endpoint_solver_cost"": 10}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 89, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 2917, ""endpoint_solver_cost"": 19}]",clause_level,v02-random-exact-n5-s3,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,1127,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 96, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 939, ""endpoint_solver_cost"": 46}]",clause_level,v02-random-exact-n5-s3,,2,4,BCA,True,v0.2 exact suite
,legacy_v01_LCA,4,18,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 64, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1628, ""endpoint_solver_cost"": 17}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 66, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 874, ""endpoint_solver_cost"": 3}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 67, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 778, ""endpoint_solver_cost"": 12}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 67, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 842, ""endpoint_solver_cost"": 8}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 69, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1527, ""endpoint_solver_cost"": 26}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 69, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 727, ""endpoint_solver_cost"": 17}, {""scope_width"": 4, ""max_tuple_count"": 16, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.087462841250339, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 546, ""endpoint_solver_cost"": 42}]",legacy_scope_grouping,v02-random-exact-n5-s4,True,1,4,LCA,True,v0.2 exact suite
5,clause_LCA,,18,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 80, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 2876, ""endpoint_solver_cost"": 17}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 82, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1492, ""endpoint_solver_cost"": 3}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 83, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1396, ""endpoint_solver_cost"": 12}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 83, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1460, ""endpoint_solver_cost"": 8}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 85, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 2775, ""endpoint_solver_cost"": 26}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 85, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1345, ""endpoint_solver_cost"": 17}, {""scope_width"": 4, ""max_tuple_count"": 16, ""total_tuple_count"": 87, ""max_log_tuple_count"": 4.087462841250339, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 546, ""endpoint_solver_cost"": 58}]",clause_level,v02-random-exact-n5-s4,,1,4,LCA,True,v0.2 exact suite
