affine_backdoor_depth,affine_backdoor_depth_status,affine_backdoor_treewidth,affine_backdoor_treewidth_status,affine_recursive_backdoor_depth,affine_recursive_backdoor_depth_status,affine_strong_backdoor_size,affine_strong_backdoor_size_status,bca_caf_max_tuples,bca_caf_scope,bca_found_within_3,bijunctive_backdoor_depth,bijunctive_backdoor_depth_status,bijunctive_backdoor_treewidth,bijunctive_backdoor_treewidth_status,bijunctive_recursive_backdoor_depth,bijunctive_recursive_backdoor_depth_status,bijunctive_strong_backdoor_size,bijunctive_strong_backdoor_size_status,dual_horn_backdoor_depth,dual_horn_backdoor_depth_status,dual_horn_backdoor_treewidth,dual_horn_backdoor_treewidth_status,dual_horn_recursive_backdoor_depth,dual_horn_recursive_backdoor_depth_status,dual_horn_strong_backdoor_size,dual_horn_strong_backdoor_size_status,formula,general_joinwidth,general_joinwidth_status,horn_backdoor_depth,horn_backdoor_depth_status,horn_backdoor_treewidth,horn_backdoor_treewidth_status,horn_recursive_backdoor_depth,horn_recursive_backdoor_depth_status,horn_strong_backdoor_size,horn_strong_backdoor_size_status,incidence_treewidth,incidence_treewidth_status,induced_width,instance_id,lca_caf_max_tuples,lca_caf_operations,lca_caf_scope,lca_found,linear_joinwidth,linear_joinwidth_status,nclauses,nvars,primal_treewidth,primal_treewidth_status,relation_semantics_sha256,relations,scattered_backdoor_depth,scattered_backdoor_depth_status,scattered_backdoor_treewidth,scattered_backdoor_treewidth_status,scattered_recursive_backdoor_depth,scattered_recursive_backdoor_depth_status,scattered_strong_backdoor_size,scattered_strong_backdoor_size_status,scope_signature
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,3,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,"[[-2], [4], [-3, 1], [5], [2, 3, 4], [-2, 5, 4], [-2, -4, -1, -3], [-1, 5, 2, -4], [-2, 1]]",0.40568387108221293,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,4,EXACT,3,v02-random-exact-n5-s0,15,606,3,True,0.40568387108221293,EXACT,9,5,3,EXACT,3c824bb9db03688c217dbfdec6cded4a73771b9cbddb00d5b00bbec7aabe45a3,"[{""scope"": [2], ""mask"": 1, ""allowed"": [0]}, {""scope"": [4], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1, 3], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2, 3, 4], ""mask"": 254, ""allowed"": [1, 2, 3, 4, 5, 6, 7]}, {""scope"": [2, 4, 5], ""mask"": 253, ""allowed"": [0, 2, 3, 4, 5, 6, 7]}, {""scope"": [1, 2, 3, 4], ""mask"": 32767, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, {""scope"": [1, 2, 4, 5], ""mask"": 65503, ""allowed"": [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [1, 2], ""mask"": 11, ""allowed"": [0, 1, 3]}]",2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[1, 2], [1, 2, 3, 4], [1, 2, 4, 5], [1, 3], [2], [2, 3, 4], [2, 4, 5], [4], [5]]"
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,1,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[2, 4, -3], [-5, 2, 1, -3], [5], [-2], [1, 3, -5], [5, -2], [-3, 4], [2], [4, -5]]",0.40568387108221293,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,3,v02-random-exact-n5-s1,15,49,3,True,0.40568387108221293,EXACT,9,5,3,EXACT,1fe1bcc352dbb8bf1687acaed593e1a1d614842036b5d0e7bb4502de0ac151d7,"[{""scope"": [2, 3, 4], ""mask"": 251, ""allowed"": [0, 1, 3, 4, 5, 6, 7]}, {""scope"": [1, 2, 3, 5], ""mask"": 61439, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2], ""mask"": 1, ""allowed"": [0]}, {""scope"": [1, 3, 5], ""mask"": 239, ""allowed"": [0, 1, 2, 3, 5, 6, 7]}, {""scope"": [2, 5], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [3, 4], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [2], ""mask"": 2, ""allowed"": [1]}, {""scope"": [4, 5], ""mask"": 11, ""allowed"": [0, 1, 3]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1, 2, 3, 5], [1, 3, 5], [2], [2], [2, 3, 4], [2, 5], [3, 4], [4, 5], [5]]"
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,4,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,"[[-3, -1, -4, -2], [1, 3, -4], [1], [4], [3, -1, 5, -4], [3, 1, 2], [1, -2, 4], [5], [-3]]",0.2559580248098155,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,4,EXACT,3,v02-random-exact-n5-s2,15,596,3,True,0.2559580248098155,EXACT,9,5,3,EXACT,b498127edeac1abb1fb2c8cd93425bfcc33c2ac5217b55a55bc556fcad4fe217,"[{""scope"": [1, 2, 3, 4], ""mask"": 32767, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, {""scope"": [1, 3, 4], ""mask"": 239, ""allowed"": [0, 1, 2, 3, 5, 6, 7]}, {""scope"": [1], ""mask"": 2, ""allowed"": [1]}, {""scope"": [4], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1, 3, 4, 5], ""mask"": 65503, ""allowed"": [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [1, 2, 3], ""mask"": 254, ""allowed"": [1, 2, 3, 4, 5, 6, 7]}, {""scope"": [1, 2, 4], ""mask"": 251, ""allowed"": [0, 1, 3, 4, 5, 6, 7]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}, {""scope"": [3], ""mask"": 1, ""allowed"": [0]}]",2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[1], [1, 2, 3], [1, 2, 3, 4], [1, 2, 4], [1, 3, 4], [1, 3, 4, 5], [3], [4], [5]]"
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,4,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,"[[-4, -5, 3, 1], [1], [-1, -4, -3, -5], [-5, -4, 3], [2, 3], [5, -2], [2], [-1, 5, 3, -2], [3, 2, -1, -5]]",0.7185650207899779,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,4,EXACT,3,v02-random-exact-n5-s3,15,934,3,True,0.7185650207899779,EXACT,9,5,3,EXACT,c4227db771ae575a734a6abd80ebc54b56fe876e706a14ecd6f606cbf29ad0f2,"[{""scope"": [1, 3, 4, 5], ""mask"": 61439, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]}, {""scope"": [1], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1, 3, 4, 5], ""mask"": 32767, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, {""scope"": [3, 4, 5], ""mask"": 191, ""allowed"": [0, 1, 2, 3, 4, 5, 7]}, {""scope"": [2, 3], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [2, 5], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [2], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1, 2, 3, 5], ""mask"": 65527, ""allowed"": [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [1, 2, 3, 5], ""mask"": 65023, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1], [1, 2, 3, 5], [1, 2, 3, 5], [1, 3, 4, 5], [1, 3, 4, 5], [2], [2, 3], [2, 5], [3, 4, 5]]"
3,EXACT,3,EXACT,3,EXACT,4,EXACT,15,3,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,"[[-2, 3, 4], [-5, -4, -1, 3], [3, -5], [3], [-2, -3, -4, 1], [1], [-3, -2, 5], [5, -4, -1], [-3, -5, -4, -1]]",0.511916049619631,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,4,EXACT,4,v02-random-exact-n5-s4,15,546,4,True,0.511916049619631,EXACT,9,5,4,EXACT,c5fc8ad8d68ac7299e5023815ca692633faf59a5e58bb2abfb4d06bdb48d8051,"[{""scope"": [2, 3, 4], ""mask"": 253, ""allowed"": [0, 2, 3, 4, 5, 6, 7]}, {""scope"": [1, 3, 4, 5], ""mask"": 57343, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]}, {""scope"": [3, 5], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [3], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1, 2, 3, 4], ""mask"": 49151, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]}, {""scope"": [1], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2, 3, 5], ""mask"": 247, ""allowed"": [0, 1, 2, 4, 5, 6, 7]}, {""scope"": [1, 4, 5], ""mask"": 247, ""allowed"": [0, 1, 2, 4, 5, 6, 7]}, {""scope"": [1, 3, 4, 5], ""mask"": 32767, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1], [1, 2, 3, 4], [1, 3, 4, 5], [1, 3, 4, 5], [1, 4, 5], [2, 3, 4], [2, 3, 5], [3], [3, 5]]"
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,1,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[4, -3], [-5, 1, -4], [1, -4, -5], [3], [1], [-3], [5, -4, 2, 3], [-2, 1, -5, -4], [4]]",0.511916049619631,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,3,v02-random-exact-n5-s5,15,49,3,True,0.511916049619631,EXACT,9,5,3,EXACT,513fe565e53e5b78eacab5203199c0dc7bf208d95c0136497938bbd5eee3f081,"[{""scope"": [3, 4], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [1, 4, 5], ""mask"": 191, ""allowed"": [0, 1, 2, 3, 4, 5, 7]}, {""scope"": [1, 4, 5], ""mask"": 191, ""allowed"": [0, 1, 2, 3, 4, 5, 7]}, {""scope"": [3], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1], ""mask"": 2, ""allowed"": [1]}, {""scope"": [3], ""mask"": 1, ""allowed"": [0]}, {""scope"": [2, 3, 4, 5], ""mask"": 65519, ""allowed"": [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [1, 2, 4, 5], ""mask"": 49151, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]}, {""scope"": [4], ""mask"": 2, ""allowed"": [1]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1], [1, 2, 4, 5], [1, 4, 5], [1, 4, 5], [2, 3, 4, 5], [3], [3], [3, 4], [4]]"
3,EXACT,3,EXACT,3,EXACT,4,EXACT,15,0,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,2,EXACT,2,EXACT,2,EXACT,3,EXACT,"[[5, 2, -1, -3], [1], [2, 3, 4], [1, 5, 2, -4], [4, 3, -2], [5], [-4, -2, -5, 3], [2, -3], [-2, 3, -4]]",0.511916049619631,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,4,EXACT,4,v02-random-exact-n5-s6,15,0,0,True,0.511916049619631,EXACT,9,5,4,EXACT,badafc31b2542760ba9faa048f9475a62e4fb4325c3c1723e1e217cf5c899818,"[{""scope"": [1, 2, 3, 5], ""mask"": 65503, ""allowed"": [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [1], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2, 3, 4], ""mask"": 254, ""allowed"": [1, 2, 3, 4, 5, 6, 7]}, {""scope"": [1, 2, 4, 5], ""mask"": 65519, ""allowed"": [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [2, 3, 4], ""mask"": 253, ""allowed"": [0, 2, 3, 4, 5, 6, 7]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2, 3, 4, 5], ""mask"": 57343, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]}, {""scope"": [2, 3], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [2, 3, 4], ""mask"": 223, ""allowed"": [0, 1, 2, 3, 4, 6, 7]}]",0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[1], [1, 2, 3, 5], [1, 2, 4, 5], [2, 3], [2, 3, 4], [2, 3, 4], [2, 3, 4], [2, 3, 4, 5], [5]]"
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,2,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[-5, -4, 1, -2], [5], [-1], [-3, 4], [-5, 1], [4, 1, 5, -2], [2, -5], [1, 3, -2], [1, 3, 2]]",0.40568387108221293,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,4,EXACT,3,v02-random-exact-n5-s7,15,432,3,True,0.40568387108221293,EXACT,9,5,3,EXACT,a95a534bdddaba4c05bff82a66d82195d2c361b3f4c98be3f7e7b46615973bbf,"[{""scope"": [1, 2, 4, 5], ""mask"": 49151, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1], ""mask"": 1, ""allowed"": [0]}, {""scope"": [3, 4], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [1, 5], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [1, 2, 4, 5], ""mask"": 65531, ""allowed"": [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [2, 5], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [1, 2, 3], ""mask"": 251, ""allowed"": [0, 1, 3, 4, 5, 6, 7]}, {""scope"": [1, 2, 3], ""mask"": 254, ""allowed"": [1, 2, 3, 4, 5, 6, 7]}]",2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[1], [1, 2, 3], [1, 2, 3], [1, 2, 4, 5], [1, 2, 4, 5], [1, 5], [2, 5], [3, 4], [5]]"
3,EXACT,3,EXACT,3,EXACT,4,EXACT,15,4,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,"[[-3, 5, 1], [-1, -3], [3, 5, 2, 4], [-2, -4, -5, -1], [-1, 3, -5], [1, -4], [3, -4, -1, -5], [2], [5]]",0.511916049619631,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,4,EXACT,4,v02-random-exact-n5-s8,15,1309,4,True,0.511916049619631,EXACT,9,5,4,EXACT,741044b08cb9165cdc7ec390b6eb8c9ef81654faca2cfd83f10330847835ea50,"[{""scope"": [1, 3, 5], ""mask"": 251, ""allowed"": [0, 1, 3, 4, 5, 6, 7]}, {""scope"": [1, 3], ""mask"": 7, ""allowed"": [0, 1, 2]}, {""scope"": [2, 3, 4, 5], ""mask"": 65534, ""allowed"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [1, 2, 4, 5], ""mask"": 32767, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, {""scope"": [1, 3, 5], ""mask"": 223, ""allowed"": [0, 1, 2, 3, 4, 6, 7]}, {""scope"": [1, 4], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [1, 3, 4, 5], ""mask"": 57343, ""allowed"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]}, {""scope"": [2], ""mask"": 2, ""allowed"": [1]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}]",2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[1, 2, 4, 5], [1, 3], [1, 3, 4, 5], [1, 3, 5], [1, 3, 5], [1, 4], [2], [2, 3, 4, 5], [5]]"
3,EXACT,2,EXACT,3,EXACT,3,EXACT,15,2,True,2,EXACT,1,EXACT,2,EXACT,2,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[-4, 2], [-3, -1], [5, 2, 3, 4], [2, 4], [4], [5, 3, 2], [5], [-3], [-5, -2]]",0.0,EXACT,3,EXACT,2,EXACT,3,EXACT,3,EXACT,3,EXACT,3,v02-random-exact-n5-s9,15,331,3,True,0.0,EXACT,9,5,3,EXACT,70530c8657c5ec67f0099bb422c27c39defc6022da7dbaa74a3ab914fbee070b,"[{""scope"": [2, 4], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [1, 3], ""mask"": 7, ""allowed"": [0, 1, 2]}, {""scope"": [2, 3, 4, 5], ""mask"": 65534, ""allowed"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, {""scope"": [2, 4], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [4], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2, 3, 5], ""mask"": 254, ""allowed"": [1, 2, 3, 4, 5, 6, 7]}, {""scope"": [5], ""mask"": 2, ""allowed"": [1]}, {""scope"": [3], ""mask"": 1, ""allowed"": [0]}, {""scope"": [2, 5], ""mask"": 7, ""allowed"": [0, 1, 2]}]",2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[1, 3], [2, 3, 4, 5], [2, 3, 5], [2, 4], [2, 4], [2, 5], [3], [4], [5]]"
2,EXACT,1,EXACT,2,EXACT,2,EXACT,7,3,True,1,EXACT,0,EXACT,1,EXACT,1,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[-3], [-1, -2, -3], [-1, 2, -3], [1, 2], [2, -3]]",0.5645750340535797,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,3,EXACT,2,auto-small-s0,7,154,2,True,0.5645750340535797,EXACT,5,3,2,EXACT,253f571b55496f0d6263ba841caa51e1723159f1d42ea3f46fc5ada47e7907cf,"[{""scope"": [3], ""mask"": 1, ""allowed"": [0]}, {""scope"": [1, 2, 3], ""mask"": 127, ""allowed"": [0, 1, 2, 3, 4, 5, 6]}, {""scope"": [1, 2, 3], ""mask"": 223, ""allowed"": [0, 1, 2, 3, 4, 6, 7]}, {""scope"": [1, 2], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [2, 3], ""mask"": 11, ""allowed"": [0, 1, 3]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1, 2], [1, 2, 3], [1, 2, 3], [2, 3], [3]]"
2,EXACT,1,EXACT,2,EXACT,2,EXACT,7,2,True,1,EXACT,0,EXACT,1,EXACT,1,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[-1, -2], [-1, -2, 3], [-1, 2, -3], [1, 3], [3]]",0.5645750340535797,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,3,EXACT,2,auto-small-s1,7,160,2,True,0.5645750340535797,EXACT,5,3,2,EXACT,5d5f99e7cba3ad4956d63fdd62a0bbbd1e33ac31f2407dea16e9fea472f8951c,"[{""scope"": [1, 2], ""mask"": 7, ""allowed"": [0, 1, 2]}, {""scope"": [1, 2, 3], ""mask"": 247, ""allowed"": [0, 1, 2, 4, 5, 6, 7]}, {""scope"": [1, 2, 3], ""mask"": 223, ""allowed"": [0, 1, 2, 3, 4, 6, 7]}, {""scope"": [1, 3], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [3], ""mask"": 2, ""allowed"": [1]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1, 2], [1, 2, 3], [1, 2, 3], [1, 3], [3]]"
2,EXACT,1,EXACT,2,EXACT,2,EXACT,7,3,True,1,EXACT,0,EXACT,1,EXACT,1,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[-1], [-1, -2, -3], [1, -2, 3], [1, 2], [1, 3]]",0.0,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,3,EXACT,2,auto-small-s2,7,71,2,True,0.0,EXACT,5,3,2,EXACT,a756f62db3f2cdcf8ce0bfc27d26bcf639f55ff8bbf6c0dc0ea43f19ed8fe09c,"[{""scope"": [1], ""mask"": 1, ""allowed"": [0]}, {""scope"": [1, 2, 3], ""mask"": 127, ""allowed"": [0, 1, 2, 3, 4, 5, 6]}, {""scope"": [1, 2, 3], ""mask"": 251, ""allowed"": [0, 1, 3, 4, 5, 6, 7]}, {""scope"": [1, 2], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [1, 3], ""mask"": 14, ""allowed"": [1, 2, 3]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1], [1, 2], [1, 2, 3], [1, 2, 3], [1, 3]]"
2,EXACT,1,EXACT,2,EXACT,2,EXACT,7,3,True,1,EXACT,0,EXACT,1,EXACT,1,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[-2, 3], [-1, -3], [-1, 2, 3], [1, -2, -3], [3]]",0.3562071871080222,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,3,EXACT,2,auto-small-s3,7,186,2,True,0.3562071871080222,EXACT,5,3,2,EXACT,66f61f348a7517209334b23e38cf0aea7ac7a21b83180a0306bd3d2583d677ed,"[{""scope"": [2, 3], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [1, 3], ""mask"": 7, ""allowed"": [0, 1, 2]}, {""scope"": [1, 2, 3], ""mask"": 253, ""allowed"": [0, 2, 3, 4, 5, 6, 7]}, {""scope"": [1, 2, 3], ""mask"": 191, ""allowed"": [0, 1, 2, 3, 4, 5, 7]}, {""scope"": [3], ""mask"": 2, ""allowed"": [1]}]",1,EXACT,0,EXACT,1,EXACT,1,EXACT,"[[1, 2, 3], [1, 2, 3], [1, 3], [2, 3], [3]]"
2,EXACT,1,EXACT,2,EXACT,2,EXACT,7,0,True,1,EXACT,0,EXACT,1,EXACT,1,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[-2], [-2, 3], [1], [1, -2], [1, -2, 3]]",0.3562071871080222,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,2,EXACT,2,auto-small-s4,7,0,0,True,0.3562071871080222,EXACT,5,3,2,EXACT,4bc7d96af27167b8aa10d3210274571e0fb51179615b58e2509542248e019415,"[{""scope"": [2], ""mask"": 1, ""allowed"": [0]}, {""scope"": [2, 3], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [1], ""mask"": 2, ""allowed"": [1]}, {""scope"": [1, 2], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [1, 2, 3], ""mask"": 251, ""allowed"": [0, 1, 3, 4, 5, 6, 7]}]",0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[1], [1, 2], [1, 2, 3], [2], [2, 3]]"
1,EXACT,0,EXACT,1,EXACT,1,EXACT,3,0,True,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[1, -2], [1, 2], [2], [2, -3], [3]]",0.0,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,2,EXACT,1,auto-small-s5,3,0,0,True,0.0,EXACT,5,3,1,EXACT,4e7930e611c517b5139d3dc77f57e233810103c281d042f2d1cb2dc09bc3c97d,"[{""scope"": [1, 2], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [1, 2], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [2], ""mask"": 2, ""allowed"": [1]}, {""scope"": [2, 3], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [3], ""mask"": 2, ""allowed"": [1]}]",0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[1, 2], [1, 2], [2], [2, 3], [3]]"
2,EXACT,1,EXACT,2,EXACT,2,EXACT,7,0,True,1,EXACT,0,EXACT,1,EXACT,1,EXACT,2,EXACT,1,EXACT,2,EXACT,2,EXACT,"[[-2, 3], [-1, -2, -3], [-1, 2], [1, -3], [2, -3]]",0.5645750340535797,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,3,EXACT,2,auto-small-s6,7,0,0,True,0.5645750340535797,EXACT,5,3,2,EXACT,d791840127c6946cd035a10527bc5b39ed093cfdba1f956742a96a0eda023763,"[{""scope"": [2, 3], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [1, 2, 3], ""mask"": 127, ""allowed"": [0, 1, 2, 3, 4, 5, 6]}, {""scope"": [1, 2], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [1, 3], ""mask"": 11, ""allowed"": [0, 1, 3]}, {""scope"": [2, 3], ""mask"": 11, ""allowed"": [0, 1, 3]}]",0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[1, 2], [1, 2, 3], [1, 3], [2, 3], [2, 3]]"
1,EXACT,0,EXACT,1,EXACT,1,EXACT,3,0,True,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[-3], [-1], [-1, 2], [2, 3], [3]]",0.6309297535714574,EXACT,1,EXACT,0,EXACT,1,EXACT,1,EXACT,1,EXACT,1,auto-small-s7,3,0,0,True,0.6309297535714574,EXACT,5,3,1,EXACT,05a019d18ce538ca9a9b57f960a4b45a50b33a78575d8051035c71c5948bd283,"[{""scope"": [3], ""mask"": 1, ""allowed"": [0]}, {""scope"": [1], ""mask"": 1, ""allowed"": [0]}, {""scope"": [1, 2], ""mask"": 13, ""allowed"": [0, 2, 3]}, {""scope"": [2, 3], ""mask"": 14, ""allowed"": [1, 2, 3]}, {""scope"": [3], ""mask"": 2, ""allowed"": [1]}]",0,EXACT,0,EXACT,0,EXACT,0,EXACT,"[[1], [1, 2], [2, 3], [3], [3]]"
